,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,0.0,0.0,0.0
1,YJR089W,2865,1.0,0.349,12.769
2,YML078W,549,11.0,20.035999999999998,732.97
3,YKR071C,1047,11.0,10.505999999999998,384.337
4,YGR098C,4893,0.0,0.0,0.0
5,YIL065C,468,2.0,4.274,156.333
6,YOR197W,1299,2.0,1.54,56.323
7,YDL003W,1701,0.0,0.0,0.0
8,YNL123W,2994,0.0,0.0,0.0
9,YJL208C,990,1.0,1.01,36.951
10,YHR179W,1203,3.0,2.494,91.227
11,YPL171C,1203,0.0,0.0,0.0
12,YBL030C,957,24.0,25.078000000000003,917.413
13,YNL055C,852,30.0,35.211,1288.093
14,YPL123C,1305,1.0,0.7659999999999999,28.031999999999996
15,YIL016W,480,3.0,6.25,228.637
16,YJR009C,999,273.809,274.08299999999997,10026.47
17,YGR192C,999,729.117,729.847,26699.14
18,YOR297C,579,0.0,0.0,0.0
19,YMR074C,438,3.0,6.849,250.56099999999998
20,YDR326C,4317,1.0,0.23199999999999998,8.474
21,YBL055C,1257,1.0,0.7959999999999999,29.103
22,YIL097W,1551,0.0,0.0,0.0
23,YMR095C,675,0.0,0.0,0.0
24,YLR150W,822,38.0,46.229,1691.132
25,YML120C,1542,0.0,0.0,0.0
26,YHL007C,2820,1.0,0.355,12.972000000000001
27,YPR048W,1872,0.0,0.0,0.0
28,YDR113C,1122,0.0,0.0,0.0
29,YLL001W,2274,1.0,0.44,16.087
30,YJL112W,2145,0.0,0.0,0.0
31,YOR043W,1461,0.0,0.0,0.0
32,YKR036C,1932,0.0,0.0,0.0
33,YOL149W,696,2.0,2.8739999999999997,105.12
34,YNL118C,2913,2.0,0.687,25.116
35,YJL124C,519,3.0,5.78,211.456
36,YER112W,564,1.0,1.7730000000000001,64.861
37,YER110C,3342,4.0,1.197,43.784
38,YDL042C,1689,0.0,0.0,0.0
39,YPL116W,2094,0.0,0.0,0.0
40,YHR155W,3687,1.0,0.271,9.922
41,YOL002C,954,1.0,1.048,38.346
42,YKL056C,504,63.0,125.0,4572.731
43,YNL098C,969,10.0,10.32,377.522
44,YDL126C,2508,4.0,1.595,58.343999999999994
45,YJL194W,1542,2.0,1.297,47.446999999999996
46,YNL186W,2379,1.0,0.42,15.377
47,YER019W,1434,0.0,0.0,0.0
48,YFL010C,636,2.0,3.145,115.037
49,YNL305C,894,2.0,2.237,81.839
50,YGL160W,1713,1.0,0.584,21.355
