,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,0.0,0.0,0.0
1,YAL067W-A,228,0.0,0.0,0.0
2,YAL067C,1782,0.0,0.0,0.0
3,YAL065C,387,0.0,0.0,0.0
4,YAL064W-B,381,0.5,1.3119999999999998,48.008
5,YAL064C-A,381,0.0,0.0,0.0
6,YAL064W,285,0.0,0.0,0.0
7,YAL063C-A,291,0.0,0.0,0.0
8,YAL063C,3969,1.5,0.37799999999999995,13.825
9,YAL062W,1374,0.0,0.0,0.0
10,YAL061W,1254,0.0,0.0,0.0
11,YAL060W,1149,1.0,0.87,31.838
12,YAL059W,639,1.0,1.565,57.248999999999995
13,YAL058W,1509,0.0,0.0,0.0
14,YAL056W,2643,0.0,0.0,0.0
15,YAL055W,543,0.0,0.0,0.0
16,YAL054C,2142,0.0,0.0,0.0
17,YAL053W,2352,2.0,0.85,31.107
18,YAL051W,3144,0.0,0.0,0.0
19,YAL049C,741,3.0,4.0489999999999995,148.105
20,YAL048C,1989,0.0,0.0,0.0
21,YAL047C,1869,1.0,0.535,19.573
22,YAL046C,357,0.0,0.0,0.0
23,YAL044W-A,333,2.0,6.006,219.71099999999998
24,YAL044C,513,8.0,15.595,570.477
25,YAL043C,2358,0.0,0.0,0.0
26,YAL042W,1248,2.0,1.6030000000000002,58.625
27,YAL041W,2565,1.0,0.39,14.262
28,YAL040C,1743,1.0,0.574,20.988000000000003
29,YAL039C,810,1.0,1.235,45.163000000000004
30,YAL038W,1503,56.0,37.259,1362.996
31,YAL037C-A,93,0.0,0.0,0.0
32,YAL037W,804,0.0,0.0,0.0
33,YAL036C,1110,5.0,4.505,164.783
34,YAL035W,3009,8.0,2.659,97.26
35,YAL034W-A,870,2.0,2.299,84.096
36,YAL034C,1242,0.0,0.0,0.0
37,YAL033W,522,1.0,1.916,70.08
38,YAL032C,1140,0.0,0.0,0.0
39,YAL031C,2283,0.0,0.0,0.0
40,YAL030W,354,0.0,0.0,0.0
41,YAL029C,4416,0.0,0.0,0.0
42,YAL028W,1587,1.0,0.63,23.051
43,YAL027W,786,0.0,0.0,0.0
44,YAL026C,4068,2.0,0.49200000000000005,17.985
45,YAL025C,921,1.0,1.0859999999999999,39.72
46,YAL024C,4308,0.0,0.0,0.0
47,YAL023C,2280,6.0,2.6319999999999997,96.26799999999999
48,YAL022C,1554,0.0,0.0,0.0
49,YAL021C,2514,3.0,1.193,43.653999999999996
50,YAL020C,1002,2.0,1.996,73.018
51,YAL019W,3396,0.0,0.0,0.0
52,YAL018C,978,0.0,0.0,0.0
53,YAL017W,4071,0.0,0.0,0.0
54,YAL016W,1908,1.0,0.524,19.173
55,YAL015C,1200,0.0,0.0,0.0
56,YAL014C,768,0.0,0.0,0.0
57,YAL013W,1218,1.0,0.821,30.034000000000002
58,YAL012W,1185,8.0,6.751,246.96599999999998
59,YAL011W,1878,0.0,0.0,0.0
60,YAL010C,1482,0.0,0.0,0.0
61,YAL009W,780,1.0,1.2819999999999998,46.9
62,YAL008W,597,0.0,0.0,0.0
63,YAL007C,648,19.0,29.320999999999998,1072.616
64,YAL005C,1929,18.5,9.59,350.837
65,YAL003W,621,101.0,162.641,5949.705
66,YAL002W,3825,0.0,0.0,0.0
67,YAL001C,3483,0.0,0.0,0.0
68,YAR002W,1620,0.0,0.0,0.0
69,YAR002C-A,660,21.0,31.818,1163.968
70,YAR003W,1281,1.0,0.7809999999999999,28.557
71,YAR007C,1866,0.0,0.0,0.0
72,YAR008W,828,1.0,1.208,44.181000000000004
73,YAR009C,3591,0.5,0.139,5.093999999999999
74,YAR010C,1323,0.20800000000000002,0.157,5.754
75,YAR014C,2130,0.0,0.0,0.0
76,YAR015W,921,2.0,2.1719999999999997,79.439
