,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,0.0,0.0,0.0
1,YJR089W,2865,1.0,0.349,10.595999999999998
2,YML078W,549,10.0,18.215,552.9780000000001
3,YKR071C,1047,3.0,2.865,86.98700000000001
4,YGR098C,4893,0.0,0.0,0.0
5,YIL065C,468,0.0,0.0,0.0
6,YOR197W,1299,1.0,0.77,23.371
7,YDL003W,1701,3.0,1.764,53.542
8,YNL123W,2994,1.0,0.33399999999999996,10.14
9,YJL208C,990,1.0,1.01,30.665
10,YHR179W,1203,4.0,3.325,100.943
11,YPL171C,1203,0.0,0.0,0.0
12,YBL030C,957,2.0,2.09,63.445
13,YNL055C,852,40.0,46.948,1425.2820000000002
14,YPL123C,1305,2.0,1.5330000000000001,46.526
15,YIL016W,480,3.0,6.25,189.74099999999999
16,YJR009C,999,47.629,47.677,1447.3929999999998
17,YGR192C,999,95.15899999999999,95.25399999999999,2891.762
18,YOR297C,579,0.0,0.0,0.0
19,YMR074C,438,6.0,13.699000000000002,415.87
20,YDR326C,4317,0.0,0.0,0.0
21,YBL055C,1257,0.0,0.0,0.0
22,YIL097W,1551,1.0,0.645,19.574
23,YMR095C,675,0.0,0.0,0.0
24,YLR150W,822,41.0,49.878,1514.2320000000002
25,YML120C,1542,2.0,1.297,39.375
26,YHL007C,2820,1.0,0.355,10.765
27,YPR048W,1872,0.0,0.0,0.0
28,YDR113C,1122,0.0,0.0,0.0
29,YLL001W,2274,1.0,0.44,13.35
30,YJL112W,2145,0.0,0.0,0.0
31,YOR043W,1461,1.0,0.684,20.779
32,YKR036C,1932,0.0,0.0,0.0
33,YOL149W,696,2.0,2.8739999999999997,87.23700000000001
34,YNL118C,2913,2.0,0.687,20.843000000000004
35,YJL124C,519,5.0,9.634,292.471
36,YER112W,564,3.0,5.319,161.481
37,YER110C,3342,5.0,1.496,45.42
38,YDL042C,1689,0.0,0.0,0.0
39,YPL116W,2094,0.0,0.0,0.0
40,YHR155W,3687,0.0,0.0,0.0
41,YOL002C,954,0.0,0.0,0.0
42,YKL056C,504,92.0,182.54,5541.630999999999
43,YNL098C,969,1.0,1.032,31.33
44,YDL126C,2508,6.0,2.392,72.628
45,YJL194W,1542,1.0,0.649,19.688
46,YNL186W,2379,0.0,0.0,0.0
47,YER019W,1434,1.0,0.6970000000000001,21.171
48,YFL010C,636,4.5,7.075,214.801
49,YNL305C,894,1.0,1.119,33.958
50,YGL160W,1713,0.0,0.0,0.0
