,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,0.0,0.0,0.0
1,YAL067W-A,228,0.0,0.0,0.0
2,YAL067C,1782,0.0,0.0,0.0
3,YAL065C,387,1.0,2.5839999999999996,111.601
4,YAL064W-B,381,0.0,0.0,0.0
5,YAL064C-A,381,0.0,0.0,0.0
6,YAL064W,285,0.0,0.0,0.0
7,YAL063C-A,291,0.0,0.0,0.0
8,YAL063C,3969,0.0,0.0,0.0
9,YAL062W,1374,0.0,0.0,0.0
10,YAL061W,1254,0.0,0.0,0.0
11,YAL060W,1149,2.0,1.7409999999999999,75.178
12,YAL059W,639,4.0,6.26,270.358
13,YAL058W,1509,0.0,0.0,0.0
14,YAL056W,2643,0.0,0.0,0.0
15,YAL055W,543,1.0,1.8419999999999999,79.539
16,YAL054C,2142,0.0,0.0,0.0
17,YAL053W,2352,4.0,1.7009999999999998,73.452
18,YAL051W,3144,0.0,0.0,0.0
19,YAL049C,741,4.0,5.398,233.143
20,YAL048C,1989,0.0,0.0,0.0
21,YAL047C,1869,0.0,0.0,0.0
22,YAL046C,357,1.0,2.801,120.98
23,YAL044W-A,333,0.0,0.0,0.0
24,YAL044C,513,5.0,9.747,420.95300000000003
25,YAL043C,2358,0.0,0.0,0.0
26,YAL042W,1248,0.0,0.0,0.0
27,YAL041W,2565,1.0,0.39,16.838
28,YAL040C,1743,0.0,0.0,0.0
29,YAL039C,810,1.0,1.235,53.321000000000005
30,YAL038W,1503,50.0,33.266999999999996,1436.785
31,YAL037C-A,93,0.0,0.0,0.0
32,YAL037W,804,0.0,0.0,0.0
33,YAL036C,1110,6.0,5.405,233.458
34,YAL035W,3009,14.0,4.6530000000000005,200.949
35,YAL034W-A,870,1.0,1.149,49.643
36,YAL034C,1242,0.0,0.0,0.0
37,YAL033W,522,1.0,1.916,82.73899999999999
38,YAL032C,1140,0.0,0.0,0.0
39,YAL031C,2283,0.0,0.0,0.0
40,YAL030W,354,0.0,0.0,0.0
41,YAL029C,4416,0.0,0.0,0.0
42,YAL028W,1587,0.0,0.0,0.0
43,YAL027W,786,0.0,0.0,0.0
44,YAL026C,4068,0.0,0.0,0.0
45,YAL025C,921,0.0,0.0,0.0
46,YAL024C,4308,0.0,0.0,0.0
47,YAL023C,2280,1.0,0.439,18.942999999999998
48,YAL022C,1554,0.0,0.0,0.0
49,YAL021C,2514,0.0,0.0,0.0
50,YAL020C,1002,0.0,0.0,0.0
51,YAL019W,3396,1.0,0.294,12.718
52,YAL018C,978,0.0,0.0,0.0
53,YAL017W,4071,0.0,0.0,0.0
54,YAL016W,1908,1.0,0.524,22.636
55,YAL015C,1200,0.0,0.0,0.0
56,YAL014C,768,0.0,0.0,0.0
57,YAL013W,1218,1.0,0.821,35.46
58,YAL012W,1185,5.0,4.218999999999999,182.235
59,YAL011W,1878,0.0,0.0,0.0
60,YAL010C,1482,0.0,0.0,0.0
61,YAL009W,780,0.0,0.0,0.0
62,YAL008W,597,1.0,1.675,72.345
63,YAL007C,648,3.0,4.63,199.953
64,YAL005C,1929,14.5,7.517,324.651
65,YAL003W,621,111.0,178.74400000000003,7719.906999999999
66,YAL002W,3825,0.0,0.0,0.0
67,YAL001C,3483,1.0,0.287,12.4
68,YAR002W,1620,0.0,0.0,0.0
69,YAR002C-A,660,9.0,13.636,588.951
70,YAR003W,1281,0.0,0.0,0.0
71,YAR007C,1866,0.0,0.0,0.0
72,YAR008W,828,0.0,0.0,0.0
73,YAR009C,3591,0.5,0.139,6.013999999999999
74,YAR010C,1323,0.132,0.1,4.321000000000001
75,YAR014C,2130,1.0,0.469,20.277
76,YAR015W,921,0.0,0.0,0.0
77,YAR018C,1308,0.0,0.0,0.0
78,YAR019C,2925,0.0,0.0,0.0
