Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,7.23,19.916,1.693
YAL067W-A,228,13,57.018,4.847
YAL067C,1782,47,26.375,2.242
YAL065C,387,87.471,226.023,19.212
YAL064W-B,381,131.102,344.101,29.249
YAL064C-A,381,7.011,18.401,1.564
YAL064W,285,14,49.123,4.176
YAL063C-A,291,23,79.038,6.718
YAL063C,3969,1427.303,359.613,30.568
YAL062W,1374,121.023,88.081,7.487
YAL061W,1254,72,57.416,4.88
YAL060W,1149,2434,2118.364,180.064
YAL059W,639,515,805.947,68.507
YAL058W,1509,578,383.035,32.559
YAL056W,2643,650,245.933,20.905
YAL055W,543,172,316.759,26.925
YAL054C,2142,136,63.492,5.397
YAL053W,2352,1603,681.548,57.933
YAL051W,3144,452,143.766,12.22
YAL049C,741,1669,2252.362,191.454
YAL048C,1989,314,157.868,13.419
YAL047C,1869,153,81.862,6.958
YAL046C,357,332,929.972,79.049
YAL044W-A,333,446,1339.339,113.846
YAL044C,513,2245,4376.218,371.985
YAL043C,2358,567,240.458,20.439
YAL042W,1248,4096,3282.051,278.979
YAL041W,2565,856,333.723,28.367
YAL040C,1743,244,139.989,11.899
YAL039C,810,288,355.556,30.223
YAL038W,1503,40350,26846.307,2281.977
YAL037C-A,93,264,2838.71,241.295
YAL037W,804,77,95.771,8.141
YAL036C,1110,1792,1614.414,137.228
YAL035W,3009,2955,982.054,83.476
YAL034W-A,870,283,325.287,27.65
YAL034C,1242,126,101.449,8.623
YAL033W,522,459,879.31,74.743
YAL032C,1140,486,426.316,36.237
YAL031C,2283,361,158.125,13.441
YAL030W,354,526,1485.876,126.302
YAL029C,4416,1286,291.214,24.754
YAL028W,1587,166,104.6,8.891
YAL027W,786,411,522.901,44.447
YAL026C,4068,1528,375.615,31.928
YAL025C,921,1326,1439.739,122.38
YAL024C,4308,302,70.102,5.959
YAL023C,2280,5661,2482.895,211.05
YAL022C,1554,960,617.761,52.511
YAL021C,2514,566,225.139,19.137
YAL020C,1002,403,402.196,34.187
YAL019W,3396,1184,348.645,29.635
YAL018C,978,2,2.045,0.174
YAL017W,4071,794,195.038,16.579
YAL016W,1908,3082,1615.304,137.303
YAL015C,1200,627,522.5,44.413
YAL014C,768,629,819.01,69.617
YAL013W,1218,359,294.745,25.054
YAL012W,1185,2126,1794.093,152.501
YAL011W,1878,238,126.731,10.772
YAL010C,1482,369,248.988,21.164
YAL009W,780,625,801.282,68.11
YAL008W,597,309,517.588,43.996
YAL007C,648,6885,10625,903.141
YAL005C,1929,2483.327,1287.365,109.428
YAL003W,621,16106,25935.588,2204.565
YAL002W,3825,403,105.359,8.956
YAL001C,3483,965,277.06,23.551
YAR002W,1620,1301,803.086,68.264
YAR002C-A,660,9377,14207.576,1207.666
YAR003W,1281,2325,1814.988,154.277
YAR007C,1866,1303,698.285,59.355
YAR008W,828,355,428.744,36.444
YAR009C,3591,116.938,32.564,2.768
YAR010C,1323,0.44,0.333,0.028
YAR014C,2130,910,427.23,36.315
YAR015W,921,713,774.159,65.805
YAR018C,1308,204,155.963,13.257
YAR019C,2925,173,59.145,5.027
YAR020C,168,4.182,24.892,2.116
YAR023C,540,91,168.519,14.324
YAR027W,708,942.197,1330.787,113.119
YAR028W,705,393.364,557.963,47.428
YAR029W,225,52,231.111,19.645
YAR031W,897,33.364,37.195,3.162
YAR033W,705,121.718,172.649,14.675
YAR035W,2064,14,6.783,0.577
YAR035C-A,81,0,0,0
YAR042W,3567,443,124.194,10.557
YAR050W,4614,709.874,153.852,13.078
YAR064W,300,3.125,10.417,0.885
YAR066W,612,236.729,386.812,32.88
YAR068W,486,1909.279,3928.557,333.933
YAR071W,1404,49.098,34.97,2.973
YBL113C,2379,217.15,91.278,7.759
YBL112C,318,4.658,14.648,1.245
YBL111C,2004,6.013,3,0.255
YBL108C-A,129,0.021,0.167,0.014
YBL107C,591,795,1345.178,114.342
YBL106C,3033,286,94.296,8.015
YBL105C,3456,1019,294.85,25.063
YBL104C,3117,645,206.93,17.589
YBL103C,1461,716,490.075,41.657
YBL102W,648,732,1129.63,96.02
YBL101C,3354,314,93.62,7.958
YBL100W-C,120,1,8.333,0.708
YBL100W-B,5313,1141.229,214.799,18.258
YBL100W-A,1317,2.951,2.24,0.19
YBL099W,1638,4839,2954.212,251.113
YBL098W,1383,485,350.687,29.809
YBL097W,2265,280,123.62,10.508
YBL095W,813,501,616.236,52.381
YBL093C,663,1848,2787.33,236.927
YBL092W,393,15332,39012.723,3316.142
YBL091C-A,528,190,359.848,30.588
YBL091C,1266,1893,1495.261,127.099
YBL090W,534,765,1432.584,121.772
YBL089W,1380,732,530.435,45.088
YBL088C,8364,475,56.791,4.827
YBL087C,414,12968.449,31324.755,2662.652
YBL086C,1401,257,183.44,15.593
YBL085W,2943,1125,382.263,32.493
YBL084C,2277,416,182.697,15.529
YBL082C,1377,703,510.53,43.396
YBL081W,1107,343,309.846,26.337
YBL080C,1626,390,239.852,20.388
YBL079W,4509,1210,268.352,22.81
YBL078C,354,429,1211.864,103.01
YBL076C,3219,5760,1789.376,152.1
YBL075C,1950,439,225.128,19.136
YBL074C,1068,255,238.764,20.295
YBL072C,603,25024.029,41499.219,3527.497
YBL071C-B,99,12,121.212,10.303
YBL071W-A,249,222,891.566,75.785
YBL071C,309,233,754.045,64.095
YBL069W,1290,266,206.202,17.527
YBL068W,981,753,767.584,65.246
YBL067C,2244,911,405.971,34.508
YBL066C,3447,311,90.223,7.669
YBL064C,786,474,603.053,51.26
YBL063W,3336,275,82.434,7.007
YBL061C,2091,1663,795.313,67.603
YBL060W,2064,568,275.194,23.392
YBL059C-A,330,342,1036.364,88.093
YBL059W,582,174,298.969,25.413
YBL058W,1272,1685,1324.686,112.6
YBL057C,627,1409,2247.209,191.016
YBL056W,1407,3865,2746.979,233.497
YBL055C,1257,1365,1085.919,92.305
YBL054W,1578,197,124.842,10.612
YBL052C,2496,744,298.077,25.337
YBL051C,2007,379,188.839,16.052
YBL050W,879,2640,3003.413,255.295
YBL049W,417,80,191.847,16.307
YBL048W,312,20,64.103,5.449
YBL047C,4146,1295,312.349,26.55
YBL046W,1326,770,580.694,49.36
YBL045C,1374,3817,2778.02,236.136
YBL044W,369,14,37.94,3.225
YBL043W,774,22,28.424,2.416
YBL042C,1920,366,190.625,16.203
YBL041W,726,2490,3429.752,291.534
YBL040C,660,5959,9028.788,767.461
YBL039W-B,180,252,1400,119.002
YBL039C,1740,2793,1605.172,136.442
YBL038W,699,1112,1590.844,135.224
YBL037W,3078,613,199.155,16.929
YBL036C,774,2088,2697.674,229.306
YBL035C,2118,302,142.587,12.12
YBL034C,4542,337,74.196,6.307
YBL033C,1038,2350,2263.969,192.441
YBL032W,1146,825,719.895,61.192
YBL031W,1017,172,169.125,14.376
YBL030C,957,4470,4670.846,397.029
YBL029C-A,285,385,1350.877,114.827
YBL029W,1131,139,122.9,10.447
YBL028C,321,373,1161.994,98.771
YBL027W,570,22655.214,39745.989,3378.47
YBL026W,288,639,2218.75,188.597
YBL025W,438,252,575.342,48.905
YBL024W,2055,1687,820.925,69.78
YBL023C,2607,685,262.754,22.335
YBL022C,3402,1683,494.709,42.051
YBL021C,435,394,905.747,76.99
YBL020W,1725,984,570.435,48.488
YBL019W,1563,491,314.139,26.702
YBL018C,402,288,716.418,60.897
YBL017C,4740,1918.494,404.746,34.404
YBL016W,1062,569,535.782,45.542
YBL015W,1581,272,172.043,14.624
YBL014C,2685,412,153.445,13.043
YBL013W,1206,43,35.655,3.031
YBL011W,2280,579,253.947,21.586
YBL010C,843,515,610.913,51.929
YBL009W,2031,280,137.863,11.719
YBL008W-A,240,16,66.667,5.667
YBL008W,2523,1037,411.019,34.937
YBL007C,3735,990,265.06,22.531
YBL006C,543,1745,3213.628,273.163
YBL005W,2931,467,159.331,13.543
YBL005W-B,5268,22.593,4.289,0.365
YBL005W-A,1323,0.016,0.012,0.001
YBL004W,7482,978,130.714,11.111
YBL003C,399,7898.362,19795.393,1682.639
YBL002W,396,2535.639,6403.128,544.276
YBL001C,315,1332,4228.571,359.435
YBR001C,2343,280,119.505,10.158
YBR002C,861,2355,2735.192,232.496
YBR003W,1422,1113,782.7,66.531
YBR004C,1302,453,347.926,29.574
YBR005W,642,1448,2255.452,191.717
YBR006W,1494,779,521.419,44.321
YBR007C,2211,427,193.125,16.416
YBR008C,1647,219,132.969,11.303
YBR009C,312,4177.183,13388.407,1138.035
YBR010W,411,5661.999,13776.154,1170.994
YBR011C,864,5015,5804.398,493.383
YBR012W-B,5271,32.187,6.106,0.519
YBR012W-A,1323,0.54,0.408,0.035
YBR013C,390,106,271.795,23.103
YBR014C,612,975,1593.137,135.419
YBR015C,1794,1646,917.503,77.989
YBR016W,387,1358,3509.044,298.274
YBR017C,2757,1643,595.938,50.656
YBR018C,1101,13,11.807,1.004
YBR019C,2100,57,27.143,2.307
YBR020W,1587,27,17.013,1.446
YBR021W,1902,193,101.472,8.625
YBR022W,534,483,904.494,76.883
YBR023C,3498,1743,498.285,42.355
YBR024W,906,379,418.322,35.558
YBR025C,1185,6610,5578.059,474.144
YBR026C,1143,344,300.962,25.582
YBR027C,333,60,180.18,15.316
YBR028C,1578,566,358.682,30.489
YBR029C,1374,578,420.67,35.758
YBR030W,1659,547,329.717,28.026
YBR031W,1089,15676.257,14395.094,1223.605
YBR032W,303,8,26.403,2.244
YBR033W,2760,218,78.986,6.714
YBR034C,1047,1012,966.571,82.16
YBR035C,687,2050,2983.988,253.644
YBR036C,1233,1953,1583.942,134.637
YBR037C,888,486,547.297,46.521
YBR038W,2892,268,92.669,7.877
YBR039W,936,3529,3770.299,320.481
YBR040W,897,6,6.689,0.569
YBR041W,2010,1390,691.542,58.782
YBR042C,1194,822,688.442,58.519
YBR043C,2070,1437,694.203,59.008
YBR044C,1719,802,466.55,39.657
YBR045C,1920,1825,950.521,80.796
YBR046C,1005,422,419.9,35.692
YBR047W,528,184,348.485,29.622
YBR048W,471,6146.511,13049.917,1109.263
YBR049C,2433,1249,513.358,43.636
YBR050C,1017,12,11.799,1.003
YBR052C,633,1065,1682.464,143.012
YBR053C,1077,1458,1353.76,115.072
YBR054W,1035,206.511,199.527,16.96
YBR055C,2700,596,220.741,18.763
YBR056W,1506,1891,1255.644,106.732
YBR056W-A,201,2437,12124.378,1030.591
YBR057C,1101,393,356.948,30.341
YBR058C,2346,695,296.249,25.182
YBR058C-A,243,875,3600.823,306.076
YBR059C,3327,778,233.844,19.877
YBR060C,1863,542,290.929,24.729
YBR061C,933,517,554.126,47.102
YBR062C,543,516,950.276,80.775
YBR063C,1215,278,228.807,19.449
YBR065C,1095,246,224.658,19.096
YBR066C,663,1128,1701.357,144.618
YBR067C,633,304,480.253,40.822
YBR068C,1830,2105,1150.273,97.775
YBR069C,1860,267,143.548,12.202
YBR070C,714,1069,1497.199,127.264
YBR071W,636,408,641.509,54.529
YBR072W,645,100,155.039,13.179
YBR072C-A,162,0,0,0
YBR073W,2877,742,257.908,21.923
YBR074W,2931,1101,375.64,31.93
YBR076W,1065,69,64.789,5.507
YBR077C,489,535,1094.07,92.998
YBR078W,1290,4607,3571.318,303.568
YBR079C,2895,2902,1002.418,85.207
YBR080C,2277,1632,716.733,60.923
YBR081C,3999,987,246.812,20.979
YBR082C,447,4383,9805.369,833.471
YBR083W,1461,469,321.013,27.287
YBR084W,2928,3085,1053.62,89.559
YBR084C-A,570,14537.786,25504.888,2167.955
YBR085W,924,302,326.84,27.782
YBR085C-A,258,855,3313.953,281.691
YBR086C,2841,912,321.014,27.287
YBR087W,1065,1207,1133.333,96.335
YBR088C,777,1027,1321.75,112.351
YBR089C-A,300,1591.672,5305.573,450.982
YBR090C,369,826.328,2239.371,190.35
YBR091C,330,519,1572.727,133.684
YBR092C,1404,222.81,158.697,13.489
YBR093C,1404,143.017,101.864,8.659
YBR094W,2262,524,231.653,19.691
YBR095C,1293,939,726.218,61.73
YBR096W,693,1764,2545.455,216.368
YBR097W,4365,601,137.686,11.704
YBR098W,2076,474,228.324,19.408
YBR101C,873,2336,2675.83,227.45
YBR102C,2262,428,189.213,16.083
