,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,7.226,19.906,2.201
1,YAL067W-A,228,11.0,48.246,5.335
2,YAL067C,1782,43.0,24.13,2.668
3,YAL065C,387,84.01100000000001,217.084,24.006
4,YAL064W-B,381,120.119,315.272,34.864000000000004
5,YAL064C-A,381,6.024,15.81,1.7480000000000002
6,YAL064W,285,7.0,24.561,2.716
7,YAL063C-A,291,9.0,30.928,3.42
8,YAL063C,3969,1041.677,262.453,29.023000000000003
9,YAL062W,1374,77.0,56.041000000000004,6.197
10,YAL061W,1254,55.0,43.86,4.85
11,YAL060W,1149,1876.0,1632.724,180.55200000000002
12,YAL059W,639,406.0,635.368,70.26100000000001
13,YAL058W,1509,436.0,288.933,31.951
14,YAL056W,2643,517.0,195.611,21.631
15,YAL055W,543,140.0,257.827,28.511
16,YAL054C,2142,106.0,49.486000000000004,5.472
17,YAL053W,2352,1212.0,515.306,56.983999999999995
18,YAL051W,3144,342.0,108.779,12.029000000000002
19,YAL049C,741,1343.0,1812.4160000000002,200.423
20,YAL048C,1989,214.0,107.59200000000001,11.898
21,YAL047C,1869,127.0,67.95100000000001,7.513999999999999
22,YAL046C,357,261.0,731.092,80.847
23,YAL044W-A,333,357.0,1072.072,118.554
24,YAL044C,513,1717.0,3346.9790000000003,370.121
25,YAL043C,2358,437.0,185.327,20.494
26,YAL042W,1248,3212.0,2573.718,284.611
27,YAL041W,2565,587.0,228.85,25.307
28,YAL040C,1743,151.0,86.632,9.58
29,YAL039C,810,225.0,277.778,30.718000000000004
30,YAL038W,1503,32267.0,21468.397,2374.052
31,YAL037C-A,93,187.0,2010.753,222.356
32,YAL037W,804,65.0,80.846,8.94
33,YAL036C,1110,1434.0,1291.892,142.862
34,YAL035W,3009,2311.0,768.029,84.931
35,YAL034W-A,870,208.0,239.08,26.438000000000002
36,YAL034C,1242,101.0,81.32,8.993
37,YAL033W,522,361.0,691.571,76.476
38,YAL032C,1140,340.0,298.246,32.981
39,YAL031C,2283,253.0,110.819,12.255
40,YAL030W,354,391.0,1104.52,122.14200000000001
41,YAL029C,4416,1023.0,231.658,25.618000000000002
42,YAL028W,1587,123.0,77.505,8.571
43,YAL027W,786,292.0,371.501,41.082
44,YAL026C,4068,1098.0,269.91200000000003,29.848000000000003
45,YAL025C,921,1043.0,1132.465,125.23200000000001
46,YAL024C,4308,239.0,55.478,6.135
47,YAL023C,2280,4353.0,1909.211,211.127
48,YAL022C,1554,758.0,487.773,53.94
49,YAL021C,2514,484.0,192.52200000000002,21.29
50,YAL020C,1002,308.0,307.385,33.992
51,YAL019W,3396,848.0,249.706,27.613000000000003
52,YAL018C,978,2.0,2.045,0.226
53,YAL017W,4071,556.0,136.576,15.103
54,YAL016W,1908,2456.0,1287.212,142.344
55,YAL015C,1200,457.0,380.833,42.114
56,YAL014C,768,466.0,606.771,67.09899999999999
57,YAL013W,1218,337.0,276.683,30.596999999999998
58,YAL012W,1185,1636.0,1380.5910000000001,152.671
59,YAL011W,1878,237.0,126.198,13.955
60,YAL010C,1482,254.0,171.39,18.953
61,YAL009W,780,487.0,624.359,69.044
62,YAL008W,597,207.0,346.73400000000004,38.343
63,YAL007C,648,5166.0,7972.222,881.597
64,YAL005C,1929,1984.5710000000001,1028.808,113.76899999999999
65,YAL003W,621,12533.0,20181.965,2231.794
66,YAL002W,3825,286.0,74.771,8.267999999999999
67,YAL001C,3483,663.0,190.35299999999998,21.05
68,YAR002W,1620,989.0,610.494,67.51100000000001
69,YAR002C-A,660,7026.0,10645.455,1177.213
70,YAR003W,1281,1830.0,1428.5710000000001,157.977
71,YAR007C,1866,998.0,534.8340000000001,59.144
72,YAR008W,828,233.0,281.401,31.118000000000002
73,YAR009C,3591,70.578,19.654,2.173
74,YAR010C,1323,0.51,0.385,0.043
75,YAR014C,2130,734.0,344.601,38.107
76,YAR015W,921,533.0,578.719,63.997
77,YAR018C,1308,131.0,100.15299999999999,11.075
78,YAR019C,2925,107.0,36.580999999999996,4.045
79,YAR020C,168,6.0,35.714,3.949
80,YAR023C,540,89.0,164.815,18.226
81,YAR027W,708,698.3510000000001,986.3710000000001,109.07600000000001
82,YAR028W,705,298.439,423.31699999999995,46.812
83,YAR029W,225,37.0,164.44400000000002,18.185
84,YAR031W,897,19.255,21.465,2.374
85,YAR033W,705,152.373,216.132,23.901
86,YAR035W,2064,12.0,5.814,0.643
87,YAR035C-A,81,0.0,0.0,0.0
88,YAR042W,3567,288.0,80.74,8.929
89,YAR050W,4614,516.482,111.93799999999999,12.379000000000001
90,YAR064W,300,1.545,5.152,0.57
91,YAR066W,612,160.889,262.89,29.070999999999998
92,YAR068W,486,1610.3329999999999,3313.442,366.412
93,YAR071W,1404,39.024,27.795,3.074
94,YBL113C,2379,155.893,65.529,7.246
95,YBL112C,318,1.483,4.662,0.516
96,YBL111C,2004,1.479,0.738,0.08199999999999999
97,YBL108C-A,129,0.033,0.254,0.027999999999999997
