Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,0,0,0
YAL067W-A,228,0,0,0
YAL067C,1782,0,0,0
YAL065C,387,1,2.584,116.137
YAL064W-B,381,0,0,0
YAL064C-A,381,0,0,0
YAL064W,285,0,0,0
YAL063C-A,291,0,0,0
YAL063C,3969,0,0,0
YAL062W,1374,0,0,0
YAL061W,1254,0,0,0
YAL060W,1149,0,0,0
YAL059W,639,2,3.13,140.672
YAL058W,1509,0,0,0
YAL056W,2643,0,0,0
YAL055W,543,1,1.842,82.771
YAL054C,2142,0,0,0
YAL053W,2352,3,1.276,57.328
YAL051W,3144,0,0,0
YAL049C,741,1,1.35,60.654
YAL048C,1989,0,0,0
YAL047C,1869,0,0,0
YAL046C,357,1,2.801,125.896
YAL044W-A,333,2,6.006,269.939
YAL044C,513,5,9.747,438.059
YAL043C,2358,2,0.848,38.121
YAL042W,1248,3,2.404,108.041
YAL041W,2565,0,0,0
YAL040C,1743,0,0,0
YAL039C,810,1,1.235,55.487
YAL038W,1503,103,68.53,3080.053
YAL037C-A,93,0,0,0
YAL037W,804,0,0,0
YAL036C,1110,5,4.505,202.454
YAL035W,3009,4,1.329,59.747
YAL034W-A,870,0,0,0
YAL034C,1242,0,0,0
YAL033W,522,1,1.916,86.101
YAL032C,1140,0,0,0
YAL031C,2283,0,0,0
YAL030W,354,4,11.299,507.851
YAL029C,4416,2,0.453,20.355
YAL028W,1587,0,0,0
YAL027W,786,0,0,0
YAL026C,4068,1,0.246,11.048
YAL025C,921,1,1.086,48.8
YAL024C,4308,0,0,0
YAL023C,2280,9,3.947,177.414
YAL022C,1554,1,0.644,28.922
YAL021C,2514,2,0.796,35.756
YAL020C,1002,1,0.998,44.855
YAL019W,3396,0,0,0
YAL018C,978,0,0,0
YAL017W,4071,1,0.246,11.04
YAL016W,1908,5,2.621,117.78
YAL015C,1200,0,0,0
YAL014C,768,0,0,0
YAL013W,1218,1,0.821,36.901
YAL012W,1185,8,6.751,303.425
YAL011W,1878,1,0.532,23.932
YAL010C,1482,0,0,0
YAL009W,780,0,0,0
YAL008W,597,0,0,0
YAL007C,648,8,12.346,554.875
YAL005C,1929,6,3.11,139.797
YAL003W,621,14,22.544,1013.249
YAL002W,3825,0,0,0
YAL001C,3483,0,0,0
YAR002W,1620,3,1.852,83.231
YAR002C-A,660,3,4.545,204.295
YAR003W,1281,1,0.781,35.086
YAR007C,1866,1,0.536,24.086
YAR008W,828,0,0,0
YAR009C,3591,0,0,0
YAR010C,1323,0.107,0.081,3.64
YAR014C,2130,3,1.408,63.303
YAR015W,921,1,1.086,48.8
YAR018C,1308,0,0,0
YAR019C,2925,0,0,0
YAR020C,168,0,0,0
YAR023C,540,0,0,0
YAR027W,708,0,0,0
YAR028W,705,0,0,0
YAR029W,225,0,0,0
YAR031W,897,0,0,0
YAR033W,705,0,0,0
YAR035W,2064,0,0,0
YAR035C-A,81,0,0,0
YAR042W,3567,0,0,0
YAR050W,4614,0,0,0
YAR064W,300,0,0,0
YAR066W,612,7,11.438,514.075
YAR068W,486,2,4.115,184.958
YAR071W,1404,0,0,0
YBL113C,2379,0.2,0.084,3.778
YBL112C,318,0,0,0
YBL111C,2004,0,0,0
YBL108C-A,129,0,0,0
YBL107C,591,1,1.692,76.049
YBL106C,3033,0,0,0
YBL105C,3456,1,0.289,13.005
YBL104C,3117,0,0,0
YBL103C,1461,1,0.684,30.763
YBL102W,648,0,0,0
YBL101C,3354,0,0,0
YBL100W-C,120,0,0,0
YBL100W-B,5313,0.176,0.033,1.493
YBL100W-A,1317,0.462,0.35,15.751
YBL099W,1638,1,0.611,27.439
YBL098W,1383,1,0.723,32.498
YBL097W,2265,0,0,0
YBL095W,813,0,0,0
YBL093C,663,1,1.508,67.79
YBL092W,393,62,157.761,7090.536
YBL091C-A,528,1,1.894,85.123
YBL091C,1266,2,1.58,71.003
YBL090W,534,1,1.873,84.166
YBL089W,1380,0,0,0
YBL088C,8364,0,0,0
YBL087C,414,23,55.556,2496.936
YBL086C,1401,0,0,0
YBL085W,2943,0,0,0
YBL084C,2277,0,0,0
YBL082C,1377,1,0.726,32.64
YBL081W,1107,0,0,0
YBL080C,1626,0,0,0
YBL079W,4509,0,0,0
YBL078C,354,2,5.65,253.926
YBL076C,3219,1,0.311,13.962
YBL075C,1950,0,0,0
YBL074C,1068,1,0.936,42.083
YBL072C,603,33,54.726,2459.669
YBL071C-B,99,0,0,0
YBL071W-A,249,3,12.048,541.504
YBL071C,309,0,0,0
YBL069W,1290,0,0,0
YBL068W,981,0,0,0
YBL067C,2244,0,0,0
YBL066C,3447,0,0,0
YBL064C,786,2,2.545,114.363
YBL063W,3336,0,0,0
YBL061C,2091,2,0.956,42.989
YBL060W,2064,0,0,0
YBL059C-A,330,0,0,0
YBL059W,582,0,0,0
YBL058W,1272,0,0,0
YBL057C,627,0,0,0
YBL056W,1407,2,1.421,63.887
YBL055C,1257,0,0,0
YBL054W,1578,0,0,0
YBL052C,2496,0,0,0
YBL051C,2007,1,0.498,22.394
YBL050W,879,0,0,0
YBL049W,417,0,0,0
YBL048W,312,0,0,0
YBL047C,4146,2,0.482,21.681
YBL046W,1326,0,0,0
YBL045C,1374,3,2.183,98.133
YBL044W,369,0,0,0
YBL043W,774,0,0,0
YBL042C,1920,0,0,0
YBL041W,726,4,5.51,247.63
YBL040C,660,3,4.545,204.295
YBL039W-B,180,0,0,0
YBL039C,1740,4,2.299,103.321
YBL038W,699,0,0,0
YBL037W,3078,1,0.325,14.602
YBL036C,774,1,1.292,58.068
YBL035C,2118,0,0,0
YBL034C,4542,1,0.22,9.895
YBL033C,1038,0,0,0
YBL032W,1146,0,0,0
YBL031W,1017,0,0,0
YBL030C,957,1,1.045,46.964
YBL029C-A,285,3,10.526,473.104
YBL029W,1131,0,0,0
YBL028C,321,4,12.461,560.06
YBL027W,570,43,75.439,3390.577
YBL026W,288,1,3.472,156.059
YBL025W,438,0,0,0
YBL024W,2055,4,1.946,87.484
YBL023C,2607,0,0,0
YBL022C,3402,1,0.294,13.211
YBL021C,435,0,0,0
YBL020W,1725,0,0,0
YBL019W,1563,0,0,0
YBL018C,402,2,4.975,223.606
YBL017C,4740,2,0.422,18.964
YBL016W,1062,0,0,0
YBL015W,1581,1,0.633,28.428
YBL014C,2685,0,0,0
YBL013W,1206,0,0,0
YBL011W,2280,0,0,0
YBL010C,843,0,0,0
YBL009W,2031,0,0,0
YBL008W-A,240,0,0,0
YBL008W,2523,0,0,0
YBL007C,3735,0,0,0
YBL006C,543,7,12.891,579.4
YBL005W,2931,0,0,0
YBL005W-B,5268,0.111,0.021,0.948
YBL005W-A,1323,0,0,0
YBL004W,7482,0,0,0
YBL003C,399,23,57.644,2590.806
YBL002W,396,10,25.253,1134.971
YBL001C,315,6,19.048,856.092
YBR001C,2343,0,0,0
YBR002C,861,1,1.161,52.201
YBR003W,1422,2,1.406,63.214
YBR004C,1302,0,0,0
YBR005W,642,1,1.558,70.008
YBR006W,1494,0,0,0
YBR007C,2211,5,2.261,101.639
YBR008C,1647,0,0,0
YBR009C,312,5,16.026,720.27
YBR010W,411,19,46.229,2077.743
YBR011C,864,13,15.046,676.254
YBR012W-B,5271,0.111,0.021,0.947
YBR012W-A,1323,0.107,0.081,3.64
YBR013C,390,0,0,0
YBR014C,612,3,4.902,220.318
YBR015C,1794,1,0.557,25.053
YBR016W,387,31,80.103,3600.234
YBR017C,2757,0,0,0
YBR018C,1101,0,0,0
YBR019C,2100,0,0,0
YBR020W,1587,0,0,0
YBR021W,1902,1,0.526,23.63
YBR022W,534,0,0,0
YBR023C,3498,1,0.286,12.849
YBR024W,906,0,0,0
YBR025C,1185,2,1.688,75.856
YBR026C,1143,0,0,0
YBR027C,333,0,0,0
YBR028C,1578,0,0,0
YBR029C,1374,0,0,0
YBR030W,1659,0,0,0
YBR031W,1089,16,14.692,660.347
YBR032W,303,0,0,0
YBR033W,2760,0,0,0
YBR034C,1047,1,0.955,42.927
YBR035C,687,4,5.822,261.688
YBR036C,1233,0,0,0
YBR037C,888,0,0,0
YBR038W,2892,0,0,0
YBR039W,936,1,1.068,48.018
YBR040W,897,0,0,0
YBR041W,2010,1,0.498,22.361
YBR042C,1194,1,0.838,37.642
YBR043C,2070,0,0,0
YBR044C,1719,2,1.163,52.292
YBR045C,1920,1,0.521,23.409
YBR046C,1005,0,0,0
YBR047W,528,2,3.788,170.246
YBR048W,471,42,89.172,4007.821
YBR049C,2433,0,0,0
YBR050C,1017,0,0,0
YBR052C,633,2,3.16,142.006
YBR053C,1077,2,1.857,83.463
YBR054W,1035,0,0,0
YBR055C,2700,0,0,0
YBR056W,1506,3,1.992,89.532
YBR056W-A,201,20,99.502,4472.125
YBR057C,1101,0,0,0
YBR058C,2346,5,2.131,95.79
YBR058C-A,243,2,8.23,369.916
YBR059C,3327,0,0,0
YBR060C,1863,0,0,0
YBR061C,933,0,0,0
YBR062C,543,2,3.683,165.543
YBR063C,1215,0,0,0
YBR065C,1095,1,0.913,41.046
YBR066C,663,3,4.525,203.37
YBR067C,633,0,0,0
YBR068C,1830,2,1.093,49.12
YBR069C,1860,1,0.538,24.164
YBR070C,714,1,1.401,62.948
YBR071W,636,0,0,0
YBR072W,645,0,0,0
YBR072C-A,162,0,0,0
YBR073W,2877,0,0,0
YBR074W,2931,0,0,0
YBR076W,1065,0,0,0
YBR077C,489,5,10.225,459.559
YBR078W,1290,3,2.326,104.523
YBR079C,2895,4,1.382,62.1
YBR080C,2277,1,0.439,19.739
YBR081C,3999,2,0.5,22.478
YBR082C,447,26,58.166,2614.242
YBR083W,1461,0,0,0
YBR084W,2928,0,0,0
YBR084C-A,570,41,71.93,3232.875
YBR085W,924,0,0,0
YBR085C-A,258,5,19.38,871.024
YBR086C,2841,0,0,0
YBR087W,1065,1,0.939,42.202
YBR088C,777,0,0,0
YBR089C-A,300,1,3.333,149.816
YBR090C,369,1,2.71,121.802
YBR091C,330,2,6.061,272.393
YBR092C,1404,0,0,0
YBR093C,1404,0,0,0
YBR094W,2262,0,0,0
YBR095C,1293,1,0.773,34.76
YBR096W,693,0,0,0
YBR097W,4365,0,0,0
YBR098W,2076,0,0,0
YBR101C,873,3,3.436,154.45
YBR102C,2262,2,0.884,39.739
YBR103W,1608,0,0,0
YBR104W,990,0,0,0
YBR105C,1089,0,0,0
YBR106W,567,19,33.51,1506.089
YBR107C,738,0,0,0
YBR108W,2844,0,0,0
YBR109C,444,15,33.784,1518.407
YBR110W,1350,0,0,0
YBR111C,696,1,1.437,64.576
YBR111W-A,291,0,0,0
YBR112C,2901,0,0,0
YBR114W,2373,1,0.421,18.94
YBR115C,4179,1,0.239,10.755
YBR117C,2046,0,0,0
YBR118W,1377,65.5,47.567,2137.9
YBR119W,897,2,2.23,100.211
YBR120C,489,1,2.045,91.912
YBR121C,2004,9,4.491,201.848
YBR122C,534,7,13.109,589.165
YBR123C,1950,3,1.538,69.146
YBR125C,1182,0,0,0
YBR126C,1488,3,2.016,90.615
YBR126W-A,207,17,82.126,3691.123
YBR127C,1554,2,1.287,57.844
YBR128C,1035,0,0,0
YBR129C,987,1,1.013,45.537
YBR130C,1278,0,0,0
YBR131W,2115,0,0,0
YBR132C,1791,0,0,0
YBR133C,2484,0,0,0
YBR135W,453,5,11.038,496.08
YBR136W,7107,0,0,0
YBR137W,540,10,18.519,832.312
YBR138C,1575,1,0.635,28.536
YBR139W,1527,4,2.62,117.734
YBR140C,9279,0,0,0
YBR141C,1014,0,0,0
YBR142W,2322,4,1.723,77.424
YBR143C,1314,11,8.371,376.251
YBR144C,315,0,0,0
YBR145W,1056,0,0,0
YBR146W,837,1,1.195,53.698
YBR147W,891,0,0,0
YBR148W,1830,0,0,0
YBR149W,1035,6,5.797,260.55
YBR150C,3285,0,0,0
YBR151W,951,1,1.052,47.261
YBR152W,876,0,0,0
YBR153W,735,0,0,0
YBR154C,648,7,10.802,485.515
YBR155W,1158,0,0,0
YBR156C,2097,3,1.431,64.299
YBR157C,768,0,0,0
YBR158W,1650,1,0.606,27.239
YBR159W,1044,1,0.958,43.051
YBR160W,897,0,0,0
YBR161W,1131,0,0,0
YBR162C,1368,2,1.462,65.709
YBR162W-A,198,4,20.202,907.977
YBR163W,1758,1,0.569,25.566
YBR164C,552,6,10.87,488.531
YBR165W,834,0,0,0
YBR166C,1359,0,0,0
YBR167C,423,0,0,0
YBR168W,1242,0,0,0
YBR169C,2082,3,1.441,64.762
YBR170C,1743,0,0,0
YBR171W,621,4,6.441,289.5
YBR172C,2223,2,0.9,40.436
YBR173C,447,15,33.557,1508.217
YBR175W,948,0,0,0
YBR176W,939,0,0,0
YBR177C,1356,0,0,0
YBR179C,2568,0,0,0
YBR180W,1719,0,0,0
YBR181C,711,8,11.252,505.709
YBR182C,1359,0,0,0
YBR182C-A,195,0,0,0
YBR183W,951,0,0,0
YBR184W,1572,0,0,0
YBR185C,837,0,0,0
YBR186W,1695,0,0,0
YBR187W,843,1,1.186,53.315
YBR188C,423,0,0,0
YBR189W,588,36,61.224,2751.726
YBR191W,483,39.5,81.781,3675.614
YBR192W,1134,1,0.882,39.634
YBR193C,672,0,0,0
YBR194W,372,0,0,0
YBR195C,1269,1,0.788,35.418
YBR196C,1665,10,6.006,269.939
YBR196C-A,150,0,0,0
YBR196C-B,105,0,0,0
YBR197C,654,0,0,0
YBR198C,2397,3,1.252,56.251
YBR199W,1395,1,0.717,32.219
YBR200W,1656,1,0.604,27.141
YBR200W-A,165,0,0,0
YBR201W,636,0,0,0
YBR201C-A,204,0,0,0
YBR202W,2538,0,0,0
YBR203W,2775,0,0,0
YBR204C,1128,0,0,0
YBR205W,1215,2,1.646,73.983
YBR207W,1398,0,0,0
YBR208C,5508,0,0,0
YBR209W,318,1,3.145,141.336
YBR210W,429,1,2.331,104.767
YBR211C,975,0,0,0
YBR212W,2019,2,0.991,44.522
YBR213W,825,0,0,0
YBR214W,1584,2,1.263,56.749
YBR215W,1878,2,1.065,47.865
YBR216C,2025,0,0,0
YBR217W,561,0,0,0
YBR218C,3543,0,0,0
YBR219C,384,0,0,0
YBR220C,1683,1,0.594,26.705
YBR221C,1101,1,0.908,40.822
YBR221W-A,105,0,0,0
YBR222C,1632,0,0,0
YBR223C,1635,0,0,0
YBR225W,2703,0,0,0
YBR227C,1563,0,0,0
YBR228W,915,0,0,0
YBR229C,2865,1,0.349,15.688
YBR230C,405,1,2.469,110.975
YBR230W-A,201,2,9.95,447.212
YBR231C,912,1,1.096,49.282
YBR233W,1242,0,0,0
YBR233W-A,285,1,3.509,157.701
YBR234C,1155,2,1.732,77.827
YBR235W,3363,0,0,0
YBR236C,1311,1,0.763,34.283
YBR237W,2550,0,0,0
YBR238C,2196,0,0,0
YBR239C,1590,0,0,0
YBR240C,1353,0,0,0
YBR241C,1467,1,0.682,30.637
YBR242W,717,0,0,0
YBR243C,1347,0,0,0
YBR244W,489,69,141.104,6341.912
YBR245C,3390,5,1.475,66.29
YBR246W,1164,5,4.296,193.062
YBR247C,1452,0,0,0
YBR248C,1659,5,3.014,135.458
YBR249C,1113,3,2.695,121.145
YBR250W,1572,0,0,0
YBR251W,924,1,1.082,48.642
YBR252W,444,9,20.27,911.044
YBR253W,366,0,0,0
YBR254C,528,0,0,0
YBR255W,2085,0,0,0
YBR255C-A,363,0,0,0
YBR256C,717,1,1.395,62.685
YBR257W,840,1,1.19,53.506
YBR258C,429,0,0,0
YBR259W,2067,0,0,0
YBR260C,2001,0,0,0
YBR261C,699,0,0,0
YBR262C,321,1,3.115,140.015
YBR263W,1473,1,0.679,30.512
YBR264C,600,1,1.667,74.908
YBR265W,963,0,0,0
YBR267W,1182,0,0,0
YBR268W,318,0,0,0
YBR269C,417,0,0,0
YBR270C,1638,0,0,0
