,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,1.0,0.88,37.986
1,YJR089W,2865,0.0,0.0,0.0
2,YML078W,549,11.0,20.035999999999998,865.368
3,YKR071C,1047,1.0,0.955,41.251000000000005
4,YGR098C,4893,0.0,0.0,0.0
5,YIL065C,468,0.0,0.0,0.0
6,YOR197W,1299,1.0,0.77,33.248000000000005
7,YDL003W,1701,2.0,1.176,50.782
8,YNL123W,2994,0.0,0.0,0.0
9,YJL208C,990,2.0,2.02,87.25200000000001
10,YHR179W,1203,0.0,0.0,0.0
11,YPL171C,1203,0.0,0.0,0.0
12,YBL030C,957,3.0,3.135,135.391
13,YNL055C,852,15.0,17.605999999999998,760.383
14,YPL123C,1305,1.0,0.7659999999999999,33.096
15,YIL016W,480,3.0,6.25,269.936
16,YJR009C,999,20.889,20.91,903.1089999999999
17,YGR192C,999,67.889,67.957,2935.06
18,YOR297C,579,1.0,1.7269999999999999,74.594
19,YMR074C,438,2.0,4.566,197.213
20,YDR326C,4317,0.0,0.0,0.0
21,YBL055C,1257,0.0,0.0,0.0
22,YIL097W,1551,0.0,0.0,0.0
23,YMR095C,675,0.0,0.0,0.0
24,YLR150W,822,40.0,48.662,2101.6910000000003
25,YML120C,1542,4.0,2.594,112.036
26,YHL007C,2820,0.0,0.0,0.0
27,YPR048W,1872,0.0,0.0,0.0
28,YDR113C,1122,0.0,0.0,0.0
29,YLL001W,2274,0.0,0.0,0.0
30,YJL112W,2145,0.0,0.0,0.0
31,YOR043W,1461,1.0,0.684,29.561999999999998
32,YKR036C,1932,0.0,0.0,0.0
33,YOL149W,696,2.0,2.8739999999999997,124.10799999999999
34,YNL118C,2913,0.0,0.0,0.0
35,YJL124C,519,2.0,3.8539999999999996,166.43400000000003
36,YER112W,564,5.0,8.865,382.88800000000003
37,YER110C,3342,7.0,2.095,90.463
38,YDL042C,1689,0.0,0.0,0.0
39,YPL116W,2094,1.0,0.478,20.625
40,YHR155W,3687,4.0,1.085,46.856
41,YOL002C,954,0.0,0.0,0.0
42,YKL056C,504,52.0,103.175,4456.085
43,YNL098C,969,1.0,1.032,44.571000000000005
44,YDL126C,2508,3.0,1.196,51.662
45,YJL194W,1542,1.0,0.649,28.009
46,YNL186W,2379,1.0,0.42,18.155
47,YER019W,1434,0.0,0.0,0.0
48,YFL010C,636,2.0,3.145,135.817
49,YNL305C,894,2.0,2.237,96.62100000000001
50,YGL160W,1713,0.0,0.0,0.0
