,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,1202.0,1057.1680000000001,127.751
1,YJR089W,2865,301.0,105.061,12.696
2,YML078W,549,819.0,1491.8029999999999,180.273
3,YKR071C,1047,1522.0,1453.6770000000001,175.666
4,YGR098C,4893,276.0,56.407,6.816
5,YIL065C,468,256.0,547.009,66.102
6,YOR197W,1299,713.0,548.884,66.328
7,YDL003W,1701,1275.0,749.559,90.57799999999999
8,YNL123W,2994,982.0,327.98900000000003,39.635
9,YJL208C,990,626.0,632.323,76.411
10,YHR179W,1203,1871.0,1555.2779999999998,187.94299999999998
11,YPL171C,1203,7.0,5.819,0.703
12,YBL030C,957,3843.0,4015.6740000000004,485.26300000000003
13,YNL055C,852,1147.0,1346.244,162.683
14,YPL123C,1305,183.0,140.23,16.945999999999998
15,YIL016W,480,413.0,860.4169999999999,103.975
16,YJR009C,999,20388.26,20408.668,2466.229
17,YGR192C,999,114633.359,114748.10699999999,13866.416000000001
18,YOR297C,579,199.0,343.69599999999997,41.533
19,YMR074C,438,1249.0,2851.598,344.593
20,YDR326C,4317,422.0,97.75299999999999,11.812999999999999
21,YBL055C,1257,681.0,541.766,65.468
22,YIL097W,1551,102.0,65.764,7.947
23,YMR095C,675,282.0,417.778,50.485
24,YLR150W,822,12944.0,15746.958999999999,1902.8970000000002
25,YML120C,1542,639.0,414.397,50.077
26,YHL007C,2820,469.0,166.312,20.098
27,YPR048W,1872,697.0,372.329,44.993
28,YDR113C,1122,234.0,208.55599999999998,25.201999999999998
29,YLL001W,2274,587.0,258.135,31.194000000000003
30,YJL112W,2145,803.0,374.35900000000004,45.238
31,YOR043W,1461,487.0,333.333,40.281
32,YKR036C,1932,213.0,110.24799999999999,13.323
33,YOL149W,696,504.0,724.138,87.506
34,YNL118C,2913,1115.0,382.767,46.254
35,YJL124C,519,510.0,982.659,118.74700000000001
36,YER112W,564,591.0,1047.872,126.62700000000001
37,YER110C,3342,2213.0,662.178,80.01899999999999
38,YDL042C,1689,131.0,77.561,9.373
39,YPL116W,2094,399.0,190.544,23.026
40,YHR155W,3687,299.0,81.096,9.8
41,YOL002C,954,811.0,850.105,102.729
42,YKL056C,504,21987.0,43625.0,5271.741999999999
43,YNL098C,969,2397.0,2473.6839999999997,298.925
44,YDL126C,2508,5784.0,2306.22,278.689
45,YJL194W,1542,129.0,83.65799999999999,10.109
46,YNL186W,2379,692.0,290.879,35.15
47,YER019W,1434,300.0,209.205,25.281
48,YFL010C,636,470.10699999999997,739.1619999999999,89.322
49,YNL305C,894,376.0,420.582,50.824
50,YGL160W,1713,516.0,301.226,36.400999999999996
