Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,0,0,0
YAL067W-A,228,0,0,0
YAL067C,1782,0,0,0
YAL065C,387,1,2.584,78.446
YAL064W-B,381,1,2.625,79.681
YAL064C-A,381,0,0,0
YAL064W,285,0,0,0
YAL063C-A,291,0,0,0
YAL063C,3969,0,0,0
YAL062W,1374,0,0,0
YAL061W,1254,0,0,0
YAL060W,1149,0,0,0
YAL059W,639,0,0,0
YAL058W,1509,0,0,0
YAL056W,2643,0,0,0
YAL055W,543,0,0,0
YAL054C,2142,0,0,0
YAL053W,2352,5,2.126,64.538
YAL051W,3144,0,0,0
YAL049C,741,3,4.049,122.909
YAL048C,1989,0,0,0
YAL047C,1869,1,0.535,16.243
YAL046C,357,0,0,0
YAL044W-A,333,4,12.012,364.667
YAL044C,513,6,11.696,355.07
YAL043C,2358,0,0,0
YAL042W,1248,2,1.603,48.651
YAL041W,2565,0,0,0
YAL040C,1743,0,0,0
YAL039C,810,0,0,0
YAL038W,1503,78,51.896,1575.491
YAL037C-A,93,0,0,0
YAL037W,804,0,0,0
YAL036C,1110,5,4.505,136.75
YAL035W,3009,9,2.991,90.803
YAL034W-A,870,0,0,0
YAL034C,1242,0,0,0
YAL033W,522,0,0,0
YAL032C,1140,0,0,0
YAL031C,2283,0,0,0
YAL030W,354,3,8.475,257.275
YAL029C,4416,0,0,0
YAL028W,1587,0,0,0
YAL027W,786,0,0,0
YAL026C,4068,0,0,0
YAL025C,921,0,0,0
YAL024C,4308,0,0,0
YAL023C,2280,8,3.509,106.521
YAL022C,1554,3,1.931,58.607
YAL021C,2514,4,1.591,48.303
YAL020C,1002,0,0,0
YAL019W,3396,0,0,0
YAL018C,978,0,0,0
YAL017W,4071,0,0,0
YAL016W,1908,6,3.145,95.467
YAL015C,1200,0,0,0
YAL014C,768,1,1.302,39.529
YAL013W,1218,0,0,0
YAL012W,1185,9,7.595,230.571
YAL011W,1878,0,0,0
YAL010C,1482,0,0,0
YAL009W,780,2,2.564,77.842
YAL008W,597,1,1.675,50.852
YAL007C,648,35,54.012,1639.734
YAL005C,1929,19.5,10.109,306.89
YAL003W,621,128,206.119,6257.469
YAL002W,3825,0,0,0
YAL001C,3483,0,0,0
YAR002W,1620,1,0.617,18.74
YAR002C-A,660,26,39.394,1195.941
YAR003W,1281,1,0.781,23.699
YAR007C,1866,2,1.072,32.539
YAR008W,828,0,0,0
YAR009C,3591,0.077,0.021,0.65
YAR010C,1323,0.131,0.099,3.003
YAR014C,2130,1,0.469,14.253
YAR015W,921,3,3.257,98.888
YAR018C,1308,0,0,0
YAR019C,2925,0,0,0
YAR020C,168,0,0,0
YAR023C,540,0,0,0
YAR027W,708,1,1.412,42.879
YAR028W,705,1,1.418,43.062
YAR029W,225,0,0,0
YAR031W,897,0,0,0
YAR033W,705,0.5,0.709,21.531
YAR035W,2064,0,0,0
YAR035C-A,81,0,0,0
YAR042W,3567,1,0.28,8.511
YAR050W,4614,0,0,0
YAR064W,300,0,0,0
YAR066W,612,13,21.242,644.87
YAR068W,486,17,34.979,1061.923
YAR071W,1404,0,0,0
YBL113C,2379,0,0,0
YBL112C,318,0,0,0
YBL111C,2004,0,0,0
YBL108C-A,129,0,0,0
YBL107C,591,0,0,0
YBL106C,3033,0,0,0
YBL105C,3456,0,0,0
YBL104C,3117,0,0,0
YBL103C,1461,0,0,0
YBL102W,648,1,1.543,46.85
YBL101C,3354,1,0.298,9.051
YBL100W-C,120,0,0,0
YBL100W-B,5313,0.077,0.014,0.44
YBL100W-A,1317,0.267,0.202,6.147
YBL099W,1638,8,4.884,148.271
YBL098W,1383,0,0,0
YBL097W,2265,0,0,0
YBL095W,813,1,1.23,37.341
YBL093C,663,3,4.525,137.369
YBL092W,393,67,170.483,5175.623
YBL091C-A,528,2,3.788,114.994
YBL091C,1266,1,0.79,23.98
YBL090W,534,1,1.873,56.851
YBL089W,1380,0,0,0
YBL088C,8364,0,0,0
YBL087C,414,40.5,97.826,2969.853
YBL086C,1401,0,0,0
YBL085W,2943,1,0.34,10.315
YBL084C,2277,1,0.439,13.333
YBL082C,1377,0,0,0
YBL081W,1107,0,0,0
YBL080C,1626,0,0,0
YBL079W,4509,0,0,0
YBL078C,354,1,2.825,85.758
YBL076C,3219,5,1.553,47.155
YBL075C,1950,0,0,0
YBL074C,1068,0,0,0
YBL072C,603,40.5,67.164,2039.004
YBL071C-B,99,0,0,0
YBL071W-A,249,4,16.064,487.687
YBL071C,309,0,0,0
YBL069W,1290,0,0,0
YBL068W,981,0,0,0
YBL067C,2244,0,0,0
YBL066C,3447,0,0,0
YBL064C,786,3,3.817,115.872
YBL063W,3336,0,0,0
YBL061C,2091,5,2.391,72.593
YBL060W,2064,0,0,0
YBL059C-A,330,1,3.03,91.995
YBL059W,582,0,0,0
YBL058W,1272,0,0,0
YBL057C,627,1,1.595,48.419
YBL056W,1407,1,0.711,21.577
YBL055C,1257,0,0,0
YBL054W,1578,0,0,0
YBL052C,2496,0,0,0
YBL051C,2007,2,0.997,30.253
YBL050W,879,3,3.413,103.613
YBL049W,417,0,0,0
YBL048W,312,1,3.205,97.303
YBL047C,4146,1,0.241,7.322
YBL046W,1326,0,0,0
YBL045C,1374,4,2.911,88.38
YBL044W,369,0,0,0
YBL043W,774,0,0,0
YBL042C,1920,0,0,0
YBL041W,726,20,27.548,836.322
YBL040C,660,10,15.152,459.977
YBL039W-B,180,2,11.111,337.317
YBL039C,1740,5,2.874,87.237
YBL038W,699,1,1.431,43.431
YBL037W,3078,0,0,0
YBL036C,774,2,2.584,78.446
YBL035C,2118,0,0,0
YBL034C,4542,0,0,0
YBL033C,1038,0,0,0
YBL032W,1146,4,3.49,105.963
YBL031W,1017,0,0,0
YBL030C,957,2,2.09,63.445
YBL029C-A,285,3,10.526,319.563
YBL029W,1131,0,0,0
YBL028C,321,4,12.461,378.299
YBL027W,570,68,119.298,3621.716
YBL026W,288,1,3.472,105.411
YBL025W,438,0,0,0
YBL024W,2055,2,0.973,29.546
YBL023C,2607,0,0,0
YBL022C,3402,1,0.294,8.924
YBL021C,435,1,2.299,69.79
YBL020W,1725,0,0,0
YBL019W,1563,1,0.64,19.423
YBL018C,402,0,0,0
YBL017C,4740,0,0,0
YBL016W,1062,0,0,0
YBL015W,1581,0,0,0
YBL014C,2685,0,0,0
YBL013W,1206,0,0,0
YBL011W,2280,0,0,0
YBL010C,843,3,3.559,108.037
YBL009W,2031,0,0,0
YBL008W-A,240,0,0,0
YBL008W,2523,0,0,0
YBL007C,3735,3,0.803,24.384
YBL006C,543,2,3.683,111.818
YBL005W,2931,0,0,0
YBL005W-B,5268,0,0,0
YBL005W-A,1323,0,0,0
YBL004W,7482,0,0,0
YBL003C,399,51,127.82,3880.41
YBL002W,396,10,25.253,766.629
YBL001C,315,13,41.27,1252.891
YBR001C,2343,0,0,0
YBR002C,861,6,6.969,211.558
YBR003W,1422,0,0,0
YBR004C,1302,0,0,0
YBR005W,642,6,9.346,283.724
YBR006W,1494,0,0,0
YBR007C,2211,2,0.905,27.461
YBR008C,1647,0,0,0
YBR009C,312,6,19.231,583.817
YBR010W,411,24.5,59.611,1809.692
YBR011C,864,47,54.398,1651.446
YBR012W-B,5271,0.037,0.007,0.213
YBR012W-A,1323,0.167,0.127,3.842
YBR013C,390,0,0,0
YBR014C,612,1,1.634,49.605
YBR015C,1794,2,1.115,33.844
YBR016W,387,32,82.687,2510.264
YBR017C,2757,0,0,0
YBR018C,1101,0,0,0
YBR019C,2100,0,0,0
YBR020W,1587,0,0,0
YBR021W,1902,0,0,0
YBR022W,534,0,0,0
YBR023C,3498,0,0,0
YBR024W,906,1,1.104,33.508
YBR025C,1185,4,3.376,102.476
YBR026C,1143,0,0,0
YBR027C,333,0,0,0
YBR028C,1578,1,0.634,19.239
YBR029C,1374,0,0,0
YBR030W,1659,0,0,0
YBR031W,1089,39,35.813,1087.219
YBR032W,303,0,0,0
YBR033W,2760,0,0,0
YBR034C,1047,0,0,0
YBR035C,687,10,14.556,441.9
YBR036C,1233,0,0,0
YBR037C,888,0,0,0
YBR038W,2892,0,0,0
YBR039W,936,9,9.615,291.909
YBR040W,897,0,0,0
YBR041W,2010,1,0.498,15.104
YBR042C,1194,0,0,0
YBR043C,2070,0,0,0
YBR044C,1719,0,0,0
YBR045C,1920,2,1.042,31.623
YBR046C,1005,0,0,0
YBR047W,528,1,1.894,57.497
YBR048W,471,67.5,143.312,4350.741
YBR049C,2433,1,0.411,12.478
YBR050C,1017,0,0,0
YBR052C,633,10,15.798,479.597
YBR053C,1077,1,0.929,28.188
YBR054W,1035,0,0,0
YBR055C,2700,0,0,0
YBR056W,1506,0,0,0
YBR056W-A,201,63,313.433,9515.352
YBR057C,1101,1,0.908,27.574
YBR058C,2346,2,0.853,25.881
YBR058C-A,243,12,49.383,1499.185
YBR059C,3327,0,0,0
YBR060C,1863,0,0,0
YBR061C,933,6,6.431,195.232
YBR062C,543,1,1.842,55.909
YBR063C,1215,0,0,0
YBR065C,1095,0,0,0
YBR066C,663,1,1.508,45.79
YBR067C,633,0,0,0
YBR068C,1830,1,0.546,16.589
YBR069C,1860,0,0,0
YBR070C,714,1,1.401,42.519
YBR071W,636,1,1.572,47.733
YBR072W,645,1,1.55,47.067
YBR072C-A,162,0,0,0
YBR073W,2877,1,0.348,10.552
YBR074W,2931,0,0,0
YBR076W,1065,0,0,0
YBR077C,489,1,2.045,62.083
YBR078W,1290,3,2.326,70.601
YBR079C,2895,7,2.418,73.406
YBR080C,2277,2,0.878,26.665
YBR081C,3999,1,0.25,7.592
YBR082C,447,20,44.743,1358.322
YBR083W,1461,0,0,0
YBR084W,2928,3,1.025,31.105
YBR084C-A,570,74,129.825,3941.279
YBR085W,924,2,2.165,65.711
YBR085C-A,258,1,3.876,117.669
YBR086C,2841,2,0.704,21.372
YBR087W,1065,1,0.939,28.506
YBR088C,777,2,2.574,78.143
YBR089C-A,300,2,6.667,202.39
YBR090C,369,1,2.71,82.272
YBR091C,330,1,3.03,91.995
YBR092C,1404,1,0.712,21.623
YBR093C,1404,0,0,0
YBR094W,2262,0,0,0
YBR095C,1293,0,0,0
YBR096W,693,3,4.329,131.422
YBR097W,4365,0,0,0
YBR098W,2076,0,0,0
YBR101C,873,5,5.727,173.875
YBR102C,2262,0,0,0
YBR103W,1608,0,0,0
YBR104W,990,0,0,0
YBR105C,1089,0,0,0
YBR106W,567,27,47.619,1445.643
YBR107C,738,0,0,0
YBR108W,2844,2,0.703,21.349
YBR109C,444,11,24.775,752.125
YBR110W,1350,0,0,0
YBR111C,696,4,5.747,174.474
YBR111W-A,291,0,0,0
YBR112C,2901,0,0,0
YBR114W,2373,0,0,0
YBR115C,4179,0,0,0
YBR117C,2046,0,0,0
YBR118W,1377,40,29.049,881.874
YBR119W,897,3,3.344,101.533
YBR120C,489,3,6.135,186.248
YBR121C,2004,8,3.992,121.192
YBR122C,534,7,13.109,397.958
YBR123C,1950,1,0.513,15.568
YBR125C,1182,0,0,0
YBR126C,1488,3,2.016,61.207
YBR126W-A,207,43,207.729,6306.356
YBR127C,1554,3,1.931,58.607
YBR128C,1035,0,0,0
YBR129C,987,1,1.013,30.758
YBR130C,1278,0,0,0
YBR131W,2115,0,0,0
YBR132C,1791,0,0,0
YBR133C,2484,0,0,0
YBR135W,453,1,2.208,67.017
YBR136W,7107,0,0,0
YBR137W,540,2,3.704,112.439
YBR138C,1575,0,0,0
YBR139W,1527,1,0.655,19.881
YBR140C,9279,0,0,0
YBR141C,1014,0,0,0
YBR142W,2322,8,3.445,104.594
YBR143C,1314,16,12.177,369.662
YBR144C,315,0,0,0
YBR145W,1056,1,0.947,28.749
YBR146W,837,2,2.389,72.541
YBR147W,891,0,0,0
YBR148W,1830,1,0.546,16.589
YBR149W,1035,1,0.966,29.332
YBR150C,3285,0,0,0
YBR151W,951,1,1.052,31.923
YBR152W,876,0,0,0
YBR153W,735,1,1.361,41.304
YBR154C,648,8,12.346,374.796
YBR155W,1158,1,0.864,26.216
YBR156C,2097,0,0,0
YBR157C,768,0,0,0
YBR158W,1650,0,0,0
YBR159W,1044,0,0,0
YBR160W,897,1,1.115,33.844
YBR161W,1131,0,0,0
YBR162C,1368,3,2.193,66.576
YBR162W-A,198,17,85.859,2606.538
YBR163W,1758,0,0,0
YBR164C,552,7,12.681,384.981
YBR165W,834,0,0,0
YBR166C,1359,0,0,0
YBR167C,423,1,2.364,71.77
YBR168W,1242,0,0,0
YBR169C,2082,2,0.961,29.163
YBR170C,1743,1,0.574,17.417
YBR171W,621,14,22.544,684.411
YBR172C,2223,0,0,0
YBR173C,447,8,17.897,543.329
YBR175W,948,0,0,0
YBR176W,939,1,1.065,32.331
YBR177C,1356,3,2.212,67.165
YBR179C,2568,0,0,0
YBR180W,1719,0,0,0
YBR181C,711,61.5,86.498,2625.946
YBR182C,1359,0,0,0
YBR182C-A,195,0,0,0
YBR183W,951,0,0,0
YBR184W,1572,0,0,0
YBR185C,837,1,1.195,36.271
YBR186W,1695,0,0,0
YBR187W,843,5,5.931,180.062
YBR188C,423,0,0,0
YBR189W,588,93.5,159.014,4827.415
YBR191W,483,69.5,143.892,4368.356
YBR192W,1134,2,1.764,53.542
YBR193C,672,1,1.488,45.176
YBR194W,372,0,0,0
YBR195C,1269,0,0,0
YBR196C,1665,9,5.405,164.1
YBR196C-A,150,0,0,0
YBR196C-B,105,0,0,0
YBR197C,654,0,0,0
YBR198C,2397,1,0.417,12.665
YBR199W,1395,2,1.434,43.525
YBR200W,1656,0,0,0
YBR200W-A,165,0,0,0
YBR201W,636,2,3.145,95.467
YBR201C-A,204,0,0,0
YBR202W,2538,0,0,0
YBR203W,2775,0,0,0
YBR204C,1128,2,1.773,53.827
YBR205W,1215,2,1.646,49.973
YBR207W,1398,0,0,0
YBR208C,5508,0,0,0
YBR209W,318,1,3.145,95.467
YBR210W,429,2,4.662,141.531
YBR211C,975,0,0,0
YBR212W,2019,2,0.991,30.073
YBR213W,825,1,1.212,36.798
YBR214W,1584,1,0.631,19.166
YBR215W,1878,1,0.532,16.165
YBR216C,2025,1,0.494,14.992
YBR217W,561,0,0,0
YBR218C,3543,5,1.411,42.843
YBR219C,384,0,0,0
YBR220C,1683,2,1.188,36.077
YBR221C,1101,1,0.908,27.574
YBR221W-A,105,0,0,0
YBR222C,1632,4,2.451,74.408
YBR223C,1635,0,0,0
YBR225W,2703,0,0,0
YBR227C,1563,2,1.28,38.846
YBR228W,915,0,0,0
YBR229C,2865,2,0.698,21.193
YBR230C,405,3,7.407,224.878
YBR230W-A,201,0,0,0
YBR231C,912,6,6.579,199.727
YBR233W,1242,1,0.805,24.443
YBR233W-A,285,1,3.509,106.521
YBR234C,1155,1,0.866,26.284
YBR235W,3363,2,0.595,18.054
YBR236C,1311,0,0,0
YBR237W,2550,0,0,0
YBR238C,2196,0,0,0
YBR239C,1590,1,0.629,19.093
YBR240C,1353,0,0,0
YBR241C,1467,1,0.682,20.694
YBR242W,717,4,5.579,169.364
YBR243C,1347,0,0,0
YBR244W,489,15,30.675,931.242
YBR245C,3390,7,2.065,62.687
YBR246W,1164,2,1.718,52.162
YBR247C,1452,0,0,0
YBR248C,1659,7,4.219,128.095
YBR249C,1113,3,2.695,81.829
YBR250W,1572,0,0,0
YBR251W,924,4,4.329,131.422
YBR252W,444,14,31.532,957.25
YBR253W,366,0,0,0
YBR254C,528,0,0,0
YBR255W,2085,0,0,0
YBR255C-A,363,2,5.51,167.264
YBR256C,717,3,4.184,127.023
YBR257W,840,1,1.19,36.141
YBR258C,429,0,0,0
YBR259W,2067,0,0,0
YBR260C,2001,0,0,0
YBR261C,699,2,2.861,86.863
YBR262C,321,1,3.115,94.575
YBR263W,1473,0,0,0
