,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,0.0,0.0,0.0
1,YAL067W-A,228,0.0,0.0,0.0
2,YAL067C,1782,0.0,0.0,0.0
3,YAL065C,387,1.0,2.5839999999999996,78.446
4,YAL064W-B,381,1.0,2.625,79.681
5,YAL064C-A,381,0.0,0.0,0.0
6,YAL064W,285,0.0,0.0,0.0
7,YAL063C-A,291,0.0,0.0,0.0
8,YAL063C,3969,0.0,0.0,0.0
9,YAL062W,1374,0.0,0.0,0.0
10,YAL061W,1254,0.0,0.0,0.0
11,YAL060W,1149,0.0,0.0,0.0
12,YAL059W,639,0.0,0.0,0.0
13,YAL058W,1509,0.0,0.0,0.0
14,YAL056W,2643,0.0,0.0,0.0
15,YAL055W,543,0.0,0.0,0.0
16,YAL054C,2142,0.0,0.0,0.0
17,YAL053W,2352,5.0,2.126,64.538
18,YAL051W,3144,0.0,0.0,0.0
19,YAL049C,741,3.0,4.0489999999999995,122.90899999999999
20,YAL048C,1989,0.0,0.0,0.0
21,YAL047C,1869,1.0,0.535,16.243
22,YAL046C,357,0.0,0.0,0.0
23,YAL044W-A,333,4.0,12.012,364.667
24,YAL044C,513,6.0,11.696,355.07
25,YAL043C,2358,0.0,0.0,0.0
26,YAL042W,1248,2.0,1.6030000000000002,48.651
27,YAL041W,2565,0.0,0.0,0.0
28,YAL040C,1743,0.0,0.0,0.0
29,YAL039C,810,0.0,0.0,0.0
30,YAL038W,1503,78.0,51.896,1575.491
31,YAL037C-A,93,0.0,0.0,0.0
32,YAL037W,804,0.0,0.0,0.0
33,YAL036C,1110,5.0,4.505,136.75
34,YAL035W,3009,9.0,2.991,90.803
35,YAL034W-A,870,0.0,0.0,0.0
36,YAL034C,1242,0.0,0.0,0.0
37,YAL033W,522,0.0,0.0,0.0
38,YAL032C,1140,0.0,0.0,0.0
39,YAL031C,2283,0.0,0.0,0.0
40,YAL030W,354,3.0,8.475,257.275
41,YAL029C,4416,0.0,0.0,0.0
42,YAL028W,1587,0.0,0.0,0.0
43,YAL027W,786,0.0,0.0,0.0
44,YAL026C,4068,0.0,0.0,0.0
45,YAL025C,921,0.0,0.0,0.0
46,YAL024C,4308,0.0,0.0,0.0
47,YAL023C,2280,8.0,3.509,106.521
48,YAL022C,1554,3.0,1.931,58.607
49,YAL021C,2514,4.0,1.591,48.303000000000004
50,YAL020C,1002,0.0,0.0,0.0
51,YAL019W,3396,0.0,0.0,0.0
52,YAL018C,978,0.0,0.0,0.0
53,YAL017W,4071,0.0,0.0,0.0
54,YAL016W,1908,6.0,3.145,95.46700000000001
55,YAL015C,1200,0.0,0.0,0.0
56,YAL014C,768,1.0,1.3019999999999998,39.529
57,YAL013W,1218,0.0,0.0,0.0
58,YAL012W,1185,9.0,7.595,230.571
59,YAL011W,1878,0.0,0.0,0.0
60,YAL010C,1482,0.0,0.0,0.0
61,YAL009W,780,2.0,2.5639999999999996,77.842
62,YAL008W,597,1.0,1.675,50.852
63,YAL007C,648,35.0,54.012,1639.734
64,YAL005C,1929,19.5,10.109,306.89
65,YAL003W,621,128.0,206.11900000000003,6257.469
66,YAL002W,3825,0.0,0.0,0.0
67,YAL001C,3483,0.0,0.0,0.0
68,YAR002W,1620,1.0,0.617,18.74
69,YAR002C-A,660,26.0,39.394,1195.941
70,YAR003W,1281,1.0,0.7809999999999999,23.699
71,YAR007C,1866,2.0,1.072,32.539
72,YAR008W,828,0.0,0.0,0.0
73,YAR009C,3591,0.077,0.021,0.65
74,YAR010C,1323,0.131,0.099,3.003
75,YAR014C,2130,1.0,0.469,14.253
76,YAR015W,921,3.0,3.2569999999999997,98.88799999999999
77,YAR018C,1308,0.0,0.0,0.0
78,YAR019C,2925,0.0,0.0,0.0
