,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,1635.0,1437.995,159.019
1,YJR089W,2865,571.0,199.30200000000002,22.04
2,YML078W,549,922.018,1679.45,185.72
3,YKR071C,1047,1694.0,1617.9560000000001,178.919
4,YGR098C,4893,321.0,65.604,7.255
5,YIL065C,468,264.0,564.1030000000001,62.38
6,YOR197W,1299,1306.0,1005.3889999999999,111.179
7,YDL003W,1701,1464.0,860.67,95.176
8,YNL123W,2994,842.0,281.22900000000004,31.099
9,YJL208C,990,381.0,384.848,42.558
10,YHR179W,1203,4536.0,3770.574,416.964
11,YPL171C,1203,21.0,17.456,1.93
12,YBL030C,957,3362.0,3513.062,388.48699999999997
13,YNL055C,852,2397.0,2813.38,311.11400000000003
14,YPL123C,1305,381.0,291.954,32.285
15,YIL016W,480,517.0,1077.083,119.10799999999999
16,YJR009C,999,26904.37,26931.301,2978.16
17,YGR192C,999,120075.623,120195.819,13291.684
18,YOR297C,579,231.0,398.964,44.119
19,YMR074C,438,1185.0,2705.4790000000003,299.182
20,YDR326C,4317,395.0,91.499,10.118
21,YBL055C,1257,1091.0,867.94,95.98
22,YIL097W,1551,199.0,128.304,14.187999999999999
23,YMR095C,675,229.0,339.259,37.516999999999996
24,YLR150W,822,11549.0,14049.878,1553.6860000000001
25,YML120C,1542,793.0,514.2669999999999,56.87
26,YHL007C,2820,563.0,199.645,22.078000000000003
27,YPR048W,1872,653.0,348.825,38.574
28,YDR113C,1122,181.0,161.319,17.839000000000002
29,YLL001W,2274,703.0,309.147,34.187
30,YJL112W,2145,859.0,400.466,44.285
31,YOR043W,1461,511.0,349.76,38.678000000000004
32,YKR036C,1932,298.0,154.244,17.057000000000002
33,YOL149W,696,608.0,873.563,96.602
34,YNL118C,2913,1279.0,439.066,48.553999999999995
35,YJL124C,519,669.0,1289.017,142.54399999999998
36,YER112W,564,862.0,1528.369,169.012
37,YER110C,3342,1486.0,444.644,49.17
38,YDL042C,1689,158.0,93.546,10.345
39,YPL116W,2094,385.0,183.859,20.332
40,YHR155W,3687,454.0,123.135,13.617
41,YOL002C,954,686.0,719.078,79.518
42,YKL056C,504,17042.0,33813.492,3739.217
43,YNL098C,969,3682.0,3799.7940000000003,420.195
44,YDL126C,2508,11884.0,4738.437,523.993
45,YJL194W,1542,92.0,59.663000000000004,6.598
46,YNL186W,2379,414.0,174.023,19.244
47,YER019W,1434,342.0,238.49400000000003,26.373
48,YFL010C,636,827.1410000000001,1300.536,143.81799999999998
49,YNL305C,894,635.0,710.291,78.547
50,YGL160W,1713,1343.0,784.005,86.698
