Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,4.06,11.185,1.352
YAL067W-A,228,1.5,6.579,0.795
YAL067C,1782,39,21.886,2.645
YAL065C,387,150.96,390.077,47.138
YAL064W-B,381,162.359,426.138,51.496
YAL064C-A,381,12.013,31.53,3.81
YAL064W,285,4,14.035,1.696
YAL063C-A,291,7,24.055,2.907
YAL063C,3969,1210.78,305.059,36.864
YAL062W,1374,46.035,33.504,4.049
YAL061W,1254,47,37.48,4.529
YAL060W,1149,3164,2753.699,332.763
YAL059W,639,910,1424.1,172.091
YAL058W,1509,475,314.778,38.038
YAL056W,2643,348,131.669,15.911
YAL055W,543,70,128.913,15.578
YAL054C,2142,96,44.818,5.416
YAL053W,2352,623,264.881,32.009
YAL051W,3144,228,72.519,8.763
YAL049C,741,942,1271.255,153.621
YAL048C,1989,189,95.023,11.483
YAL047C,1869,104,55.645,6.724
YAL046C,357,236,661.064,79.884
YAL044W-A,333,206,618.619,74.755
YAL044C,513,2394,4666.667,563.93
YAL043C,2358,319,135.284,16.348
YAL042W,1248,2268,1817.308,219.607
YAL041W,2565,467,182.066,22.001
YAL040C,1743,219,125.645,15.183
YAL039C,810,530,654.321,79.07
YAL038W,1503,26644,17727.212,2142.196
YAL037C-A,93,111,1193.548,144.231
YAL037W,804,31,38.557,4.659
YAL036C,1110,1887,1700,205.432
YAL035W,3009,2648,880.027,106.344
YAL034W-A,870,118,135.632,16.39
YAL034C,1242,56,45.089,5.449
YAL033W,522,400,766.284,92.599
YAL032C,1140,193,169.298,20.458
YAL031C,2283,216,94.612,11.433
YAL030W,354,178,502.825,60.762
YAL029C,4416,870,197.011,23.807
YAL028W,1587,42,26.465,3.198
YAL027W,786,175,222.646,26.905
YAL026C,4068,545,133.972,16.19
YAL025C,921,1654,1795.874,217.017
YAL024C,4308,223,51.764,6.255
YAL023C,2280,1608,705.263,85.226
YAL022C,1554,592,380.952,46.035
YAL021C,2514,393,156.325,18.891
YAL020C,1002,332,331.337,40.04
YAL019W,3396,680,200.236,24.197
YAL018C,978,0,0,0
YAL017W,4071,405,99.484,12.022
YAL016W,1908,1630,854.298,103.235
YAL015C,1200,408,340,41.086
YAL014C,768,243,316.406,38.235
YAL013W,1218,240,197.044,23.811
YAL012W,1185,1576,1329.958,160.715
YAL011W,1878,143,76.145,9.202
YAL010C,1482,153,103.239,12.476
YAL009W,780,327,419.231,50.661
YAL008W,597,139,232.831,28.136
YAL007C,648,1302,2009.259,242.803
YAL005C,1929,1987.668,1030.414,124.517
YAL003W,621,15260,24573.269,2969.488
YAL002W,3825,151,39.477,4.771
YAL001C,3483,557,159.92,19.325
YAR002W,1620,756,466.667,56.393
YAR002C-A,660,2084,3157.576,381.568
YAR003W,1281,693,540.984,65.374
YAR007C,1866,933,500,60.421
YAR008W,828,338,408.213,49.329
YAR009C,3591,21.647,6.028,0.728
YAR010C,1323,2.071,1.566,0.189
YAR014C,2130,726,340.845,41.188
YAR015W,921,695,754.615,91.189
YAR018C,1308,280,214.067,25.868
YAR019C,2925,105,35.897,4.338
YAR020C,168,3,17.857,2.158
YAR023C,540,44,81.481,9.846
YAR027W,708,153,216.102,26.114
YAR028W,705,226,320.567,38.738
YAR029W,225,29,128.889,15.575
YAR031W,897,10.343,11.53,1.393
YAR033W,705,148.6,210.78,25.471
YAR035W,2064,8,3.876,0.468
YAR035C-A,81,0,0,0
YAR042W,3567,335,93.916,11.349
YAR050W,4614,598.14,129.636,15.665
YAR064W,300,2.25,7.5,0.906
YAR066W,612,260.441,425.558,51.425
YAR068W,486,1928.853,3968.834,479.603
YAR071W,1404,16.444,11.712,1.415
YBL113C,2379,152.932,64.284,7.768
YBL112C,318,2.772,8.718,1.053
YBL111C,2004,2.051,1.023,0.124
YBL108C-A,129,0.014,0.106,0.013
YBL107C,591,500,846.024,102.235
YBL106C,3033,140,46.159,5.578
YBL105C,3456,549,158.854,19.196
YBL104C,3117,378,121.27,14.655
YBL103C,1461,392,268.309,32.423
YBL102W,648,411,634.259,76.645
YBL101C,3354,103,30.71,3.711
YBL100W-C,120,2,16.667,2.014
YBL100W-B,5313,105.073,19.777,2.39
YBL100W-A,1317,0.303,0.23,0.028
YBL099W,1638,3905,2384.005,288.088
YBL098W,1383,435,314.534,38.009
YBL097W,2265,227,100.221,12.111
YBL095W,813,379,466.175,56.334
YBL093C,663,700,1055.807,127.586
YBL092W,393,12693,32297.71,3902.927
YBL091C-A,528,93,176.136,21.285
YBL091C,1266,1027,811.216,98.029
YBL090W,534,607,1136.704,137.362
YBL089W,1380,336,243.478,29.422
YBL088C,8364,225,26.901,3.251
YBL087C,414,13583.201,32809.665,3964.793
YBL086C,1401,288,205.567,24.841
YBL085W,2943,598,203.194,24.554
YBL084C,2277,260,114.185,13.798
YBL082C,1377,339,246.187,29.75
YBL081W,1107,204,184.282,22.269
YBL080C,1626,249,153.137,18.505
YBL079W,4509,822,182.302,22.03
YBL078C,354,111,313.559,37.891
YBL076C,3219,4987,1549.239,187.213
YBL075C,1950,199,102.051,12.332
YBL074C,1068,111,103.933,12.559
YBL072C,603,23560.119,39071.507,4721.488
YBL071C-B,99,11,111.111,13.427
YBL071W-A,249,231,927.711,112.107
YBL071C,309,199,644.013,77.824
YBL069W,1290,253,196.124,23.7
YBL068W,981,639,651.376,78.714
YBL067C,2244,587,261.586,31.611
YBL066C,3447,143,41.485,5.013
YBL064C,786,480,610.687,73.797
YBL063W,3336,173,51.859,6.267
YBL061C,2091,953,455.763,55.075
YBL060W,2064,359,173.934,21.019
YBL059C-A,330,293,887.879,107.293
YBL059W,582,87,149.485,18.064
YBL058W,1272,981,771.226,93.197
YBL057C,627,949,1513.557,182.902
YBL056W,1407,2306,1638.948,198.054
YBL055C,1257,681,541.766,65.468
YBL054W,1578,315,199.62,24.122
YBL052C,2496,567,227.163,27.451
YBL051C,2007,300,149.477,18.063
YBL050W,879,1000,1137.656,137.477
YBL049W,417,51,122.302,14.779
YBL048W,312,16,51.282,6.197
YBL047C,4146,853,205.74,24.862
YBL046W,1326,470,354.449,42.832
YBL045C,1374,3050,2219.796,268.245
YBL044W,369,9,24.39,2.947
YBL043W,774,37,47.804,5.777
YBL042C,1920,492,256.25,30.966
YBL041W,726,1114,1534.435,185.425
YBL040C,660,1226,1857.576,224.474
YBL039W-B,180,37,205.556,24.84
YBL039C,1740,3873,2225.862,268.978
YBL038W,699,750,1072.961,129.659
YBL037W,3078,275,89.344,10.796
YBL036C,774,1354,1749.354,211.396
YBL035C,2118,223,105.288,12.723
YBL034C,4542,188,41.391,5.002
YBL033C,1038,788,759.152,91.738
YBL032W,1146,633,552.356,66.748
YBL031W,1017,133,130.777,15.803
YBL030C,957,3843,4015.674,485.263
YBL029C-A,285,107,375.439,45.369
YBL029W,1131,145,128.205,15.493
YBL028C,321,506,1576.324,190.486
YBL027W,570,19617.648,34416.927,4159.018
YBL026W,288,355,1232.639,148.955
YBL025W,438,135,308.219,37.246
YBL024W,2055,1663,809.246,97.791
YBL023C,2607,548,210.203,25.401
YBL022C,3402,941,276.602,33.425
YBL021C,435,211,485.057,58.615
YBL020W,1725,461,267.246,32.295
YBL019W,1563,252,161.228,19.483
YBL018C,402,298,741.294,89.58
YBL017C,4740,895,188.819,22.817
YBL016W,1062,494,465.16,56.211
YBL015W,1581,316,199.873,24.153
YBL014C,2685,376,140.037,16.922
YBL013W,1206,23,19.071,2.305
YBL011W,2280,413,181.14,21.889
YBL010C,843,281,333.333,40.281
YBL009W,2031,256,126.046,15.232
YBL008W-A,240,5,20.833,2.518
YBL008W,2523,429,170.036,20.547
YBL007C,3735,581,155.556,18.798
YBL006C,543,1021,1880.295,227.219
YBL005W,2931,195,66.53,8.04
YBL005W-B,5268,20.991,3.985,0.482
YBL005W-A,1323,0.065,0.049,0.006
YBL004W,7482,1120,149.693,18.089
YBL003C,399,7544.906,18909.54,2285.071
YBL002W,396,2381.243,6013.24,726.653
YBL001C,315,875,2777.778,335.673
YBR001C,2343,104,44.388,5.364
YBR002C,861,747,867.596,104.842
YBR003W,1422,463,325.598,39.346
YBR004C,1302,204,156.682,18.934
YBR005W,642,361,562.305,67.95
YBR006W,1494,272,182.062,22.001
YBR007C,2211,152,68.747,8.308
YBR008C,1647,169,102.611,12.4
YBR009C,312,5026.401,16110.259,1946.799
YBR010W,411,8388.391,20409.711,2466.355
YBR011C,864,3355,3883.102,469.243
YBR012W-B,5271,42.766,8.113,0.98
YBR012W-A,1323,2.756,2.083,0.252
YBR013C,390,71,182.051,21.999
YBR014C,612,545,890.523,107.613
YBR015C,1794,737,410.814,49.644
YBR016W,387,348,899.225,108.664
YBR017C,2757,1340,486.036,58.734
YBR018C,1101,3,2.725,0.329
YBR019C,2100,29,13.81,1.669
YBR020W,1587,21,13.233,1.599
YBR021W,1902,140,73.607,8.895
YBR022W,534,219,410.112,49.559
YBR023C,3498,1338,382.504,46.223
YBR024W,906,207,228.477,27.61
YBR025C,1185,5428,4580.591,553.529
YBR026C,1143,178,155.731,18.819
YBR027C,333,14,42.042,5.08
YBR028C,1578,369,233.84,28.258
YBR029C,1374,526,382.824,46.261
YBR030W,1659,466,280.892,33.944
YBR031W,1089,15740.375,14453.972,1746.65
YBR032W,303,3,9.901,1.196
YBR033W,2760,79,28.623,3.459
YBR034C,1047,1473,1406.877,170.01
YBR035C,687,1343,1954.876,236.232
YBR036C,1233,848,687.753,83.11
YBR037C,888,384,432.432,52.256
YBR038W,2892,369,127.593,15.419
YBR039W,936,2249,2402.778,290.357
YBR040W,897,2,2.23,0.269
YBR041W,2010,668,332.338,40.16
YBR042C,1194,470,393.635,47.568
YBR043C,2070,836,403.865,48.804
YBR044C,1719,510,296.684,35.852
YBR045C,1920,39,20.313,2.455
YBR046C,1005,223,221.891,26.814
YBR047W,528,170,321.97,38.908
YBR048W,471,4716.618,10014.05,1210.12
YBR049C,2433,759,311.961,37.698
YBR050C,1017,7,6.883,0.832
YBR052C,633,535,845.182,102.134
YBR053C,1077,495,459.61,55.54
YBR054W,1035,125,120.773,14.594
YBR055C,2700,362,134.074,16.202
YBR056W,1506,442,293.493,35.466
YBR056W-A,201,99,492.537,59.519
YBR057C,1101,240,217.984,26.342
YBR058C,2346,411,175.192,21.171
YBR058C-A,243,484,1991.77,240.69
YBR059C,3327,419,125.939,15.219
YBR060C,1863,409,219.538,26.53
YBR061C,933,592,634.512,76.676
YBR062C,543,204,375.691,45.399
YBR063C,1215,166,136.626,16.51
YBR065C,1095,144,131.507,15.892
YBR066C,663,220,331.825,40.098
YBR067C,633,39,61.611,7.445
YBR068C,1830,2297,1255.191,151.68
YBR069C,1860,555,298.387,36.058
YBR070C,714,413,578.431,69.899
YBR071W,636,170,267.296,32.301
YBR072W,645,46,71.318,8.618
YBR072C-A,162,0,0,0
YBR073W,2877,567,197.08,23.816
YBR074W,2931,827,282.156,34.096
YBR076W,1065,25,23.474,2.837
YBR077C,489,321,656.442,79.326
YBR078W,1290,3233,2506.202,302.855
YBR079C,2895,2730,943.005,113.955
YBR080C,2277,597,262.187,31.683
YBR081C,3999,579,144.786,17.496
YBR082C,447,1705,3814.318,460.931
YBR083W,1461,339,232.033,28.039
YBR084W,2928,3327,1136.27,137.309
YBR084C-A,570,13026.352,22853.249,2761.637
YBR085W,924,309,334.416,40.412
YBR085C-A,258,330,1279.07,154.566
YBR086C,2841,600,211.193,25.521
YBR087W,1065,897,842.254,101.78
YBR088C,777,1078,1387.387,167.655
YBR089C-A,300,805,2683.333,324.26
YBR090C,369,414,1121.951,135.579
YBR091C,330,393,1190.909,143.912
YBR092C,1404,885.532,630.721,76.218
YBR093C,1404,155.146,110.503,13.353
YBR094W,2262,524,231.653,27.994
YBR095C,1293,339,262.181,31.683
YBR096W,693,819,1181.818,142.814
YBR097W,4365,228,52.234,6.312
YBR098W,2076,274,131.985,15.949
YBR101C,873,1675,1918.671,231.856
YBR102C,2262,267,118.037,14.264
YBR103W,1608,757,470.771,56.889
YBR104W,990,1920,1939.394,234.361
YBR105C,1089,80,73.462,8.877
YBR106W,567,6275,11067.019,1337.363
YBR107C,738,232,314.363,37.988
YBR108W,2844,101,35.513,4.292
YBR109C,444,1255,2826.577,341.57
YBR110W,1350,711,526.667,63.644
YBR111C,696,811,1165.23,140.809
YBR111W-A,291,217,745.704,90.113
YBR112C,2901,481,165.805,20.036
YBR114W,2373,309,130.215,15.735
YBR115C,4179,1235,295.525,35.712
YBR117C,2046,29,14.174,1.713
YBR118W,1377,81939.243,59505.623,7190.792
YBR119W,897,194,216.276,26.135
YBR120C,489,272,556.237,67.217
YBR121C,2004,6054,3020.958,365.059
YBR122C,534,822,1539.326,186.016
YBR123C,1950,386,197.949,23.921
YBR125C,1182,529,447.547,54.083
YBR126C,1488,707,475.134,57.416
YBR126W-A,207,1169,5647.343,682.437
YBR127C,1554,3238,2083.655,251.794
YBR128C,1035,107,103.382,12.493
YBR129C,987,672,680.851,82.276
YBR130C,1278,322,251.956,30.447
YBR131W,2115,136,64.303,7.77
YBR132C,1791,23,12.842,1.552
YBR133C,2484,480,193.237,23.351
YBR135W,453,226,498.896,60.288
YBR136W,7107,148,20.825,2.516
YBR137W,540,473,875.926,105.849
YBR138C,1575,232,147.302,17.8
YBR139W,1527,339,222.004,26.827
YBR140C,9279,454,48.928,5.913
YBR141C,1014,223,219.921,26.576
YBR142W,2322,920,396.21,47.879
YBR143C,1314,4919,3743.531,452.377
YBR144C,315,4,12.698,1.535
YBR145W,1056,1217,1152.462,139.266
YBR146W,837,1201,1434.886,173.395
YBR147W,891,162,181.818,21.971
YBR148W,1830,32,17.486,2.113
YBR149W,1035,990,956.522,115.588
YBR150C,3285,144,43.836,5.297
YBR151W,951,978,1028.391,124.273
YBR152W,876,72,82.192,9.932
YBR153W,735,242,329.252,39.788
YBR154C,648,2288,3530.864,426.677
YBR155W,1158,237,204.663,24.732
YBR156C,2097,85,40.534,4.898
YBR157C,768,45,58.594,7.081
YBR158W,1650,454,275.152,33.25
YBR159W,1044,2072,1984.674,239.832
YBR160W,897,853,950.948,114.915
YBR161W,1131,294,259.947,31.413
YBR162C,1368,1701,1243.421,150.258
YBR162W-A,198,738,3727.273,450.412
YBR163W,1758,210,119.454,14.435
YBR164C,552,1168,2115.942,255.695
YBR165W,834,345,413.669,49.989
YBR166C,1359,869,639.441,77.271
YBR167C,423,123,290.78,35.139
YBR168W,1242,188,151.369,18.292
YBR169C,2082,129,61.96,7.487
YBR170C,1743,448,257.028,31.06
YBR171W,621,692,1114.332,134.658
YBR172C,2223,705,317.139,38.324
YBR173C,447,477,1067.114,128.952
YBR175W,948,603,636.076,76.865
YBR176W,939,401,427.05,51.606
YBR177C,1356,558,411.504,49.727
YBR179C,2568,415,161.604,19.529
YBR180W,1719,23,13.38,1.617
YBR181C,711,40549.666,57031.88,6891.859
YBR182C,1359,126,92.715,11.204
YBR182C-A,195,7,35.897,4.338
YBR183W,951,297,312.303,37.739
YBR184W,1572,83,52.799,6.38
YBR185C,837,457,545.998,65.98
YBR186W,1695,90,53.097,6.416
YBR187W,843,2259,2679.715,323.823
YBR188C,423,103,243.499,29.425
YBR189W,588,33862.619,57589.487,6959.242
YBR191W,483,14627.683,30285.058,3659.714
YBR192W,1134,856,754.85,91.218
YBR193C,672,142,211.31,25.535
YBR194W,372,156,419.355,50.676
YBR195C,1269,268,211.19,25.521
YBR196C,1665,9265,5564.565,672.434
YBR196C-A,150,6,40,4.834
YBR196C-B,105,6,57.143,6.905
YBR197C,654,98,149.847,18.108
YBR198C,2397,539,224.864,27.173
YBR199W,1395,1733,1242.294,150.122
YBR200W,1656,397,239.734,28.97
YBR200W-A,165,0,0,0
YBR201W,636,230,361.635,43.701
