Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,27.772,76.507,9.335
YAL067W-A,228,26.429,115.915,14.144
YAL067C,1782,36,20.202,2.465
YAL065C,387,75.129,194.133,23.688
YAL064W-B,381,123.722,324.73,39.624
YAL064C-A,381,12.013,31.531,3.847
YAL064W,285,13,45.614,5.566
YAL063C-A,291,16,54.983,6.709
YAL063C,3969,1393.988,351.219,42.856
YAL062W,1374,165.14,120.189,14.665
YAL061W,1254,68,54.226,6.617
YAL060W,1149,2165,1884.247,229.916
YAL059W,639,435,680.751,83.065
YAL058W,1509,595,394.301,48.113
YAL056W,2643,458,173.288,21.145
YAL055W,543,119,219.153,26.741
YAL054C,2142,112,52.288,6.38
YAL053W,2352,1551,659.439,80.465
YAL051W,3144,391,124.364,15.175
YAL049C,741,1464,1975.709,241.076
YAL048C,1989,231,116.139,14.171
YAL047C,1869,118,63.135,7.704
YAL046C,357,211,591.036,72.118
YAL044W-A,333,332,996.997,121.654
YAL044C,513,1707,3327.485,406.02
YAL043C,2358,520,220.526,26.909
YAL042W,1248,4025,3225.16,393.535
YAL041W,2565,599,233.528,28.495
YAL040C,1743,227,130.235,15.891
YAL039C,810,369,455.556,55.587
YAL038W,1503,32574,21672.655,2644.502
YAL037C-A,93,93,1000,122.02
YAL037W,804,42,52.239,6.374
YAL036C,1110,1521,1370.27,167.201
YAL035W,3009,2387,793.287,96.797
YAL034W-A,870,226,259.77,31.697
YAL034C,1242,149,119.968,14.638
YAL033W,522,359,687.739,83.918
YAL032C,1140,361,316.667,38.64
YAL031C,2283,292,127.902,15.607
YAL030W,354,462,1305.085,159.247
YAL029C,4416,1165,263.813,32.191
YAL028W,1587,202,127.284,15.531
YAL027W,786,268,340.967,41.605
YAL026C,4068,1146,281.711,34.374
YAL025C,921,861,934.853,114.071
YAL024C,4308,232,53.853,6.571
YAL023C,2280,4202,1842.982,224.881
YAL022C,1554,878,564.994,68.941
YAL021C,2514,553,219.968,26.841
YAL020C,1002,414,413.174,50.416
YAL019W,3396,901,265.312,32.373
YAL018C,978,0,0,0
YAL017W,4071,670,164.579,20.082
YAL016W,1908,2610,1367.925,166.914
YAL015C,1200,555,462.5,56.434
YAL014C,768,577,751.302,91.674
YAL013W,1218,353,289.819,35.364
YAL012W,1185,2842,2398.312,292.643
YAL011W,1878,235,125.133,15.269
YAL010C,1482,324,218.623,26.676
YAL009W,780,489,626.923,76.497
YAL008W,597,264,442.211,53.959
YAL007C,648,4671,7208.333,879.562
YAL005C,1929,1278.368,662.71,80.864
YAL003W,621,9002,14495.974,1768.802
YAL002W,3825,345,90.196,11.006
YAL001C,3483,712,204.421,24.944
YAR002W,1620,843,520.37,63.496
YAR002C-A,660,6252,9472.727,1155.864
YAR003W,1281,1952,1523.81,185.936
YAR007C,1866,1147,614.684,75.004
YAR008W,828,264,318.841,38.905
YAR009C,3591,98.088,27.315,3.333
YAR010C,1323,0.687,0.519,0.063
YAR014C,2130,648,304.225,37.122
YAR015W,921,608,660.152,80.552
YAR018C,1308,142,108.563,13.247
YAR019C,2925,183,62.564,7.634
YAR020C,168,6.091,36.255,4.424
YAR023C,540,97,179.63,21.918
YAR027W,708,1430.695,2020.756,246.573
YAR028W,705,456.433,647.422,78.999
YAR029W,225,53,235.556,28.743
YAR031W,897,44.515,49.627,6.055
YAR033W,705,115.899,164.396,20.06
YAR035W,2064,15,7.267,0.887
YAR035C-A,81,0,0,0
YAR042W,3567,383,107.373,13.102
YAR050W,4614,828.348,179.529,21.906
YAR064W,300,1.444,4.815,0.588
YAR066W,612,88,143.791,17.545
YAR068W,486,1109.197,2282.298,278.486
YAR071W,1404,37.198,26.494,3.233
YBL113C,2379,237.18,99.697,12.165
YBL112C,318,0.315,0.991,0.121
YBL111C,2004,1.745,0.871,0.106
YBL108C-A,129,0.023,0.181,0.022
YBL107C,591,470,795.262,97.038
YBL106C,3033,401,132.212,16.133
YBL105C,3456,930,269.097,32.835
YBL104C,3117,435,139.557,17.029
YBL103C,1461,479,327.858,40.005
YBL102W,648,457,705.247,86.054
YBL101C,3354,358,106.738,13.024
YBL100W-C,120,9,75,9.152
YBL100W-B,5313,1296.643,244.051,29.779
YBL100W-A,1317,6.105,4.635,0.566
YBL099W,1638,1816,1108.669,135.28
YBL098W,1383,147,106.291,12.97
YBL097W,2265,184,81.236,9.912
YBL095W,813,259,318.573,38.872
YBL093C,663,1502,2265.46,276.432
YBL092W,393,6884,17516.539,2137.372
YBL091C-A,528,239,452.652,55.233
YBL091C,1266,1710,1350.711,164.814
YBL090W,534,457,855.805,104.426
YBL089W,1380,503,364.493,44.475
YBL088C,8364,402,48.063,5.865
YBL087C,414,6009.607,14515.958,1771.24
YBL086C,1401,297,211.991,25.867
YBL085W,2943,748,254.162,31.013
YBL084C,2277,290,127.361,15.541
YBL082C,1377,755,548.293,66.903
YBL081W,1107,288,260.163,31.745
YBL080C,1626,295,181.427,22.138
YBL079W,4509,896,198.714,24.247
YBL078C,354,433,1223.164,149.251
YBL076C,3219,3674,1141.348,139.268
YBL075C,1950,437,224.103,27.345
YBL074C,1068,247,231.273,28.22
YBL072C,603,10558.589,17510.098,2136.585
YBL071C-B,99,8,80.808,9.86
YBL071W-A,249,205,823.293,100.458
YBL071C,309,167,540.453,65.946
YBL069W,1290,163,126.357,15.418
YBL068W,981,575,586.137,71.521
YBL067C,2244,840,374.332,45.676
YBL066C,3447,164,47.578,5.805
YBL064C,786,1220,1552.163,189.395
YBL063W,3336,193,57.854,7.059
YBL061C,2091,1700,813.008,99.203
YBL060W,2064,435,210.756,25.716
YBL059C-A,330,186,563.636,68.775
YBL059W,582,145,249.141,30.4
YBL058W,1272,1538,1209.119,147.537
YBL057C,627,1212,1933.014,235.867
YBL056W,1407,2767,1966.596,239.964
YBL055C,1257,1466,1166.269,142.308
YBL054W,1578,185,117.237,14.305
YBL052C,2496,522,209.135,25.519
YBL051C,2007,324,161.435,19.698
YBL050W,879,2066,2350.398,286.796
YBL049W,417,86,206.235,25.165
YBL048W,312,29,92.949,11.342
YBL047C,4146,1600,385.914,47.089
YBL046W,1326,626,472.097,57.605
YBL045C,1374,1259,916.303,111.807
YBL044W,369,3,8.13,0.992
YBL043W,774,12,15.504,1.892
YBL042C,1920,302,157.292,19.193
YBL041W,726,1793,2469.697,301.353
YBL040C,660,4870,7378.788,900.361
YBL039W-B,180,168,933.333,113.886
YBL039C,1740,1770,1017.241,124.124
YBL038W,699,609,871.245,106.309
YBL037W,3078,431,140.026,17.086
YBL036C,774,1487,1921.189,234.424
YBL035C,2118,316,149.197,18.205
YBL034C,4542,233,51.299,6.26
YBL033C,1038,1857,1789.017,218.296
YBL032W,1146,549,479.058,58.455
YBL031W,1017,133,130.777,15.957
YBL030C,957,1323,1382.445,168.686
YBL029C-A,285,236,828.07,101.041
YBL029W,1131,105,92.838,11.328
YBL028C,321,231,719.626,87.809
YBL027W,570,10181.744,17862.709,2179.611
YBL026W,288,387,1343.75,163.965
YBL025W,438,192,438.356,53.488
YBL024W,2055,1228,597.567,72.915
YBL023C,2607,660,253.165,30.891
YBL022C,3402,1356,398.589,48.636
YBL021C,435,223,512.644,62.553
YBL020W,1725,777,450.435,54.962
YBL019W,1563,422,269.994,32.945
YBL018C,402,185,460.199,56.154
YBL017C,4740,2255.049,475.749,58.051
YBL016W,1062,285,268.362,32.746
YBL015W,1581,187,118.28,14.432
YBL014C,2685,323,120.298,14.679
YBL013W,1206,24,19.9,2.428
YBL011W,2280,380,166.667,20.337
YBL010C,843,393,466.192,56.885
YBL009W,2031,209,102.905,12.556
YBL008W-A,240,19,79.167,9.66
YBL008W,2523,835,330.955,40.383
YBL007C,3735,1068,285.944,34.891
YBL006C,543,1310,2412.523,294.377
YBL005W,2931,368,125.554,15.32
YBL005W-B,5268,24.256,4.604,0.562
YBL005W-A,1323,0.015,0.012,0.001
YBL004W,7482,700,93.558,11.416
YBL003C,399,2687.413,6735.37,821.851
YBL002W,396,1019.547,2574.615,314.155
YBL001C,315,1164,3695.238,450.894
YBR001C,2343,254,108.408,13.228
YBR002C,861,1668,1937.282,236.388
YBR003W,1422,865,608.298,74.225
YBR004C,1302,511,392.473,47.89
YBR005W,642,1875,2920.561,356.367
YBR006W,1494,943,631.191,77.018
YBR007C,2211,309,139.756,17.053
YBR008C,1647,284,172.435,21.041
YBR009C,312,1921.356,6158.191,751.424
YBR010W,411,2543.928,6189.606,755.257
YBR011C,864,3756,4347.222,530.449
YBR012W-B,5271,19.409,3.682,0.449
YBR012W-A,1323,0.813,0.615,0.075
YBR013C,390,79,202.564,24.717
