,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,0.0,0.0,0.0
1,YAL067W-A,228,0.0,0.0,0.0
2,YAL067C,1782,0.0,0.0,0.0
3,YAL065C,387,1.0,2.5839999999999996,103.529
4,YAL064W-B,381,2.0,5.249,210.31900000000002
5,YAL064C-A,381,0.0,0.0,0.0
6,YAL064W,285,0.0,0.0,0.0
7,YAL063C-A,291,0.0,0.0,0.0
8,YAL063C,3969,0.0,0.0,0.0
9,YAL062W,1374,0.0,0.0,0.0
10,YAL061W,1254,0.0,0.0,0.0
11,YAL060W,1149,1.0,0.87,34.87
12,YAL059W,639,0.0,0.0,0.0
13,YAL058W,1509,0.0,0.0,0.0
14,YAL056W,2643,0.0,0.0,0.0
15,YAL055W,543,0.0,0.0,0.0
16,YAL054C,2142,0.0,0.0,0.0
17,YAL053W,2352,1.0,0.425,17.035
18,YAL051W,3144,0.0,0.0,0.0
19,YAL049C,741,1.0,1.35,54.07
20,YAL048C,1989,0.0,0.0,0.0
21,YAL047C,1869,0.0,0.0,0.0
22,YAL046C,357,1.0,2.801,112.229
23,YAL044W-A,333,3.0,9.009,360.95300000000003
24,YAL044C,513,2.0,3.8989999999999996,156.202
25,YAL043C,2358,0.0,0.0,0.0
26,YAL042W,1248,3.0,2.404,96.31200000000001
27,YAL041W,2565,0.0,0.0,0.0
28,YAL040C,1743,0.0,0.0,0.0
29,YAL039C,810,0.0,0.0,0.0
30,YAL038W,1503,121.0,80.506,3225.526
31,YAL037C-A,93,1.0,10.753,430.815
32,YAL037W,804,0.0,0.0,0.0
33,YAL036C,1110,10.0,9.009,360.95300000000003
34,YAL035W,3009,5.0,1.662,66.577
35,YAL034W-A,870,0.0,0.0,0.0
36,YAL034C,1242,0.0,0.0,0.0
37,YAL033W,522,0.0,0.0,0.0
38,YAL032C,1140,0.0,0.0,0.0
39,YAL031C,2283,0.0,0.0,0.0
40,YAL030W,354,5.0,14.124,565.9019999999999
41,YAL029C,4416,0.0,0.0,0.0
42,YAL028W,1587,0.0,0.0,0.0
43,YAL027W,786,0.0,0.0,0.0
44,YAL026C,4068,0.0,0.0,0.0
45,YAL025C,921,1.0,1.0859999999999999,43.503
46,YAL024C,4308,1.0,0.23199999999999998,9.3
47,YAL023C,2280,0.0,0.0,0.0
48,YAL022C,1554,0.0,0.0,0.0
49,YAL021C,2514,2.0,0.7959999999999999,31.874000000000002
50,YAL020C,1002,0.0,0.0,0.0
51,YAL019W,3396,0.0,0.0,0.0
52,YAL018C,978,0.0,0.0,0.0
53,YAL017W,4071,0.0,0.0,0.0
54,YAL016W,1908,1.0,0.524,20.999000000000002
55,YAL015C,1200,0.0,0.0,0.0
56,YAL014C,768,0.0,0.0,0.0
57,YAL013W,1218,1.0,0.821,32.895
58,YAL012W,1185,15.0,12.658,507.162
59,YAL011W,1878,1.0,0.532,21.334
60,YAL010C,1482,0.0,0.0,0.0
61,YAL009W,780,0.0,0.0,0.0
62,YAL008W,597,0.0,0.0,0.0
63,YAL007C,648,15.0,23.148000000000003,927.45
64,YAL005C,1929,16.5,8.554,342.709
65,YAL003W,621,26.0,41.868,1677.474
66,YAL002W,3825,0.0,0.0,0.0
67,YAL001C,3483,0.0,0.0,0.0
68,YAR002W,1620,1.0,0.617,24.732
69,YAR002C-A,660,6.0,9.091000000000001,364.235
70,YAR003W,1281,0.0,0.0,0.0
71,YAR007C,1866,2.0,1.072,42.943000000000005
72,YAR008W,828,0.0,0.0,0.0
73,YAR009C,3591,0.042,0.012,0.465
74,YAR010C,1323,0.36,0.272,10.905999999999999
75,YAR014C,2130,2.0,0.9390000000000001,37.621
76,YAR015W,921,1.0,1.0859999999999999,43.503
77,YAR018C,1308,0.0,0.0,0.0
