Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,0,0,0
YAL067W-A,228,0,0,0
YAL067C,1782,0,0,0
YAL065C,387,0,0,0
YAL064W-B,381,0.5,1.312,48.008
YAL064C-A,381,0,0,0
YAL064W,285,0,0,0
YAL063C-A,291,0,0,0
YAL063C,3969,1.5,0.378,13.825
YAL062W,1374,0,0,0
YAL061W,1254,0,0,0
YAL060W,1149,1,0.87,31.838
YAL059W,639,1,1.565,57.249
YAL058W,1509,0,0,0
YAL056W,2643,0,0,0
YAL055W,543,0,0,0
YAL054C,2142,0,0,0
YAL053W,2352,2,0.85,31.107
YAL051W,3144,0,0,0
YAL049C,741,3,4.049,148.105
YAL048C,1989,0,0,0
YAL047C,1869,1,0.535,19.573
YAL046C,357,0,0,0
YAL044W-A,333,2,6.006,219.711
YAL044C,513,8,15.595,570.477
YAL043C,2358,0,0,0
YAL042W,1248,2,1.603,58.625
YAL041W,2565,1,0.39,14.262
YAL040C,1743,1,0.574,20.988
YAL039C,810,1,1.235,45.163
YAL038W,1503,56,37.259,1362.996
YAL037C-A,93,0,0,0
YAL037W,804,0,0,0
YAL036C,1110,5,4.505,164.783
YAL035W,3009,8,2.659,97.26
YAL034W-A,870,2,2.299,84.096
YAL034C,1242,0,0,0
YAL033W,522,1,1.916,70.08
YAL032C,1140,0,0,0
YAL031C,2283,0,0,0
YAL030W,354,0,0,0
YAL029C,4416,0,0,0
YAL028W,1587,1,0.63,23.051
YAL027W,786,0,0,0
YAL026C,4068,2,0.492,17.985
YAL025C,921,1,1.086,39.72
YAL024C,4308,0,0,0
YAL023C,2280,6,2.632,96.268
YAL022C,1554,0,0,0
YAL021C,2514,3,1.193,43.654
YAL020C,1002,2,1.996,73.018
YAL019W,3396,0,0,0
YAL018C,978,0,0,0
YAL017W,4071,0,0,0
YAL016W,1908,1,0.524,19.173
YAL015C,1200,0,0,0
YAL014C,768,0,0,0
YAL013W,1218,1,0.821,30.034
YAL012W,1185,8,6.751,246.966
YAL011W,1878,0,0,0
YAL010C,1482,0,0,0
YAL009W,780,1,1.282,46.9
YAL008W,597,0,0,0
YAL007C,648,19,29.321,1072.616
YAL005C,1929,18.5,9.59,350.837
YAL003W,621,101,162.641,5949.705
YAL002W,3825,0,0,0
YAL001C,3483,0,0,0
YAR002W,1620,0,0,0
YAR002C-A,660,21,31.818,1163.968
YAR003W,1281,1,0.781,28.557
YAR007C,1866,0,0,0
YAR008W,828,1,1.208,44.181
YAR009C,3591,0.5,0.139,5.094
YAR010C,1323,0.208,0.157,5.754
YAR014C,2130,0,0,0
YAR015W,921,2,2.172,79.439
YAR018C,1308,1,0.765,27.968
YAR019C,2925,0,0,0
YAR020C,168,0,0,0
YAR023C,540,0,0,0
YAR027W,708,1,1.412,51.669
YAR028W,705,0,0,0
YAR029W,225,0,0,0
YAR031W,897,0,0,0
YAR033W,705,0,0,0
YAR035W,2064,0,0,0
YAR035C-A,81,0,0,0
YAR042W,3567,0,0,0
YAR050W,4614,0,0,0
YAR064W,300,0,0,0
YAR066W,612,14,22.876,836.84
YAR068W,486,11,22.634,827.984
YAR071W,1404,0,0,0
YBL113C,2379,0,0,0
YBL112C,318,2,6.289,230.075
YBL111C,2004,0,0,0
YBL108C-A,129,0,0,0
YBL107C,591,0,0,0
YBL106C,3033,0,0,0
YBL105C,3456,0,0,0
YBL104C,3117,0,0,0
YBL103C,1461,0,0,0
YBL102W,648,3,4.63,169.36
YBL101C,3354,0,0,0
YBL100W-C,120,0,0,0
YBL100W-B,5313,0.286,0.054,1.967
YBL100W-A,1317,0.417,0.316,11.574
YBL099W,1638,7,4.274,156.333
YBL098W,1383,2,1.446,52.902
YBL097W,2265,1,0.442,16.151
YBL095W,813,0,0,0
YBL093C,663,2,3.017,110.352
YBL092W,393,57,145.038,5305.764
YBL091C-A,528,0,0,0
YBL091C,1266,2,1.58,57.791
YBL090W,534,3,5.618,205.516
YBL089W,1380,0,0,0
YBL088C,8364,0,0,0
YBL087C,414,21.5,51.932,1899.782
YBL086C,1401,0,0,0
YBL085W,2943,1,0.34,12.43
YBL084C,2277,0,0,0
YBL082C,1377,0,0,0
YBL081W,1107,1,0.903,33.046
YBL080C,1626,0,0,0
YBL079W,4509,1,0.222,8.113
YBL078C,354,1,2.825,103.339
YBL076C,3219,3,0.932,34.093
YBL075C,1950,0,0,0
YBL074C,1068,0,0,0
YBL072C,603,30,49.751,1819.992
YBL071C-B,99,0,0,0
YBL071W-A,249,0,0,0
YBL071C,309,0,0,0
YBL069W,1290,0,0,0
YBL068W,981,1,1.019,37.29
YBL067C,2244,0,0,0
YBL066C,3447,0,0,0
YBL064C,786,0,0,0
YBL063W,3336,0,0,0
YBL061C,2091,2,0.956,34.99
YBL060W,2064,0,0,0
YBL059C-A,330,1,3.03,110.854
YBL059W,582,0,0,0
YBL058W,1272,0,0,0
YBL057C,627,1,1.595,58.344
YBL056W,1407,0,0,0
YBL055C,1257,1,0.796,29.103
YBL054W,1578,0,0,0
YBL052C,2496,0,0,0
YBL051C,2007,0,0,0
YBL050W,879,4,4.551,166.47
YBL049W,417,0,0,0
YBL048W,312,0,0,0
YBL047C,4146,2,0.482,17.647
YBL046W,1326,0,0,0
YBL045C,1374,1,0.728,26.624
YBL044W,369,0,0,0
YBL043W,774,0,0,0
YBL042C,1920,0,0,0
YBL041W,726,15,20.661,755.823
YBL040C,660,6,9.091,332.562
YBL039W-B,180,0,0,0
YBL039C,1740,2,1.149,42.048
YBL038W,699,2,2.861,104.669
YBL037W,3078,0,0,0
YBL036C,774,8,10.336,378.107
YBL035C,2118,0,0,0
YBL034C,4542,0,0,0
YBL033C,1038,6,5.78,211.456
YBL032W,1146,2,1.745,63.843
YBL031W,1017,0,0,0
YBL030C,957,24,25.078,917.413
YBL029C-A,285,7,24.561,898.502
YBL029W,1131,0,0,0
YBL028C,321,1,3.115,113.962
YBL027W,570,59.5,104.386,3818.631
YBL026W,288,12,41.667,1524.244
YBL025W,438,0,0,0
YBL024W,2055,2,0.973,35.603
YBL023C,2607,0,0,0
YBL022C,3402,2,0.588,21.506
YBL021C,435,0,0,0
YBL020W,1725,0,0,0
YBL019W,1563,0,0,0
YBL018C,402,0,0,0
YBL017C,4740,0,0,0
YBL016W,1062,2,1.883,68.892
YBL015W,1581,0,0,0
YBL014C,2685,0,0,0
YBL013W,1206,0,0,0
YBL011W,2280,0,0,0
YBL010C,843,0,0,0
YBL009W,2031,0,0,0
YBL008W-A,240,0,0,0
YBL008W,2523,1,0.396,14.499
YBL007C,3735,5,1.339,48.972
YBL006C,543,1,1.842,67.37
YBL005W,2931,0,0,0
YBL005W-B,5268,0,0,0
YBL005W-A,1323,0,0,0
YBL004W,7482,0,0,0
YBL003C,399,32.5,81.454,2979.724
YBL002W,396,10.5,26.515,969.973
YBL001C,315,6,19.048,696.797
YBR001C,2343,0,0,0
YBR002C,861,5,5.807,212.438
YBR003W,1422,1,0.703,25.726
YBR004C,1302,0,0,0
YBR005W,642,1,1.558,56.981
YBR006W,1494,0,0,0
YBR007C,2211,0,0,0
YBR008C,1647,0,0,0
YBR009C,312,6,19.231,703.497
YBR010W,411,18,43.796,1602.125
YBR011C,864,42,48.611,1778.284
YBR012W-B,5271,0.037,0.007,0.257
YBR012W-A,1323,0.066,0.05,1.83
YBR013C,390,0,0,0
YBR014C,612,0,0,0
YBR015C,1794,1,0.557,20.391
YBR016W,387,25,64.599,2363.168
YBR017C,2757,1,0.363,13.269
YBR018C,1101,0,0,0
YBR019C,2100,0,0,0
YBR020W,1587,0,0,0
YBR021W,1902,0,0,0
YBR022W,534,1,1.873,68.505
YBR023C,3498,0,0,0
YBR024W,906,0,0,0
YBR025C,1185,2,1.688,61.742
YBR026C,1143,0,0,0
YBR027C,333,0,0,0
YBR028C,1578,0,0,0
YBR029C,1374,0,0,0
YBR030W,1659,0,0,0
YBR031W,1089,171.667,157.637,5766.652
YBR032W,303,0,0,0
YBR033W,2760,0,0,0
YBR034C,1047,5,4.776,174.698
YBR035C,687,12,17.467,638.984
YBR036C,1233,1,0.811,29.669
YBR037C,888,1,1.126,41.196
YBR038W,2892,0,0,0
YBR039W,936,6,6.41,234.499
YBR040W,897,0,0,0
YBR041W,2010,1,0.498,18.2
YBR042C,1194,0,0,0
YBR043C,2070,1,0.483,17.672
YBR044C,1719,0,0,0
YBR045C,1920,0,0,0
YBR046C,1005,2,1.99,72.8
YBR047W,528,0,0,0
YBR048W,471,50,106.157,3883.423
YBR049C,2433,3,1.233,45.107
YBR050C,1017,0,0,0
YBR052C,633,5,7.899,288.956
YBR053C,1077,2,1.857,67.933
YBR054W,1035,0,0,0
YBR055C,2700,2,0.741,27.098
YBR056W,1506,1,0.664,24.291
YBR056W-A,201,38,189.055,6915.971
YBR057C,1101,2,1.817,66.452
YBR058C,2346,4,1.705,62.373
YBR058C-A,243,1,4.115,150.543
YBR059C,3327,0,0,0
YBR060C,1863,0,0,0
YBR061C,933,2,2.144,78.418
YBR062C,543,2,3.683,134.74
YBR063C,1215,0,0,0
YBR065C,1095,0,0,0
YBR066C,663,3,4.525,165.529
YBR067C,633,0,0,0
YBR068C,1830,0,0,0
YBR069C,1860,1,0.538,19.668
YBR070C,714,2,2.801,102.47
YBR071W,636,0,0,0
YBR072W,645,0,0,0
YBR072C-A,162,0,0,0
YBR073W,2877,0,0,0
YBR074W,2931,0,0,0
YBR076W,1065,0,0,0
YBR077C,489,2,4.09,149.619
YBR078W,1290,2,1.55,56.716
YBR079C,2895,8,2.763,101.09
YBR080C,2277,0,0,0
YBR081C,3999,0,0,0
YBR082C,447,20,44.743,1636.772
YBR083W,1461,2,1.369,50.078
YBR084W,2928,3,1.025,37.481
YBR084C-A,570,42.5,74.561,2727.594
YBR085W,924,1,1.082,39.591
YBR085C-A,258,12,46.512,1701.481
YBR086C,2841,1,0.352,12.876
YBR087W,1065,1,0.939,34.349
YBR088C,777,1,1.287,47.081
YBR089C-A,300,0,0,0
YBR090C,369,0,0,0
YBR091C,330,2,6.061,221.708
YBR092C,1404,0,0,0
YBR093C,1404,0,0,0
YBR094W,2262,0,0,0
YBR095C,1293,0,0,0
YBR096W,693,2,2.886,105.575
YBR097W,4365,0,0,0
YBR098W,2076,1,0.482,17.621
YBR101C,873,2,2.291,83.807
YBR102C,2262,0,0,0
YBR103W,1608,0,0,0
YBR104W,990,7,7.071,258.66
YBR105C,1089,0,0,0
YBR106W,567,19,33.51,1225.847
YBR107C,738,0,0,0
YBR108W,2844,0,0,0
YBR109C,444,10,22.523,823.915
YBR110W,1350,0,0,0
YBR111C,696,5,7.184,262.801
YBR111W-A,291,0,0,0
YBR112C,2901,0,0,0
YBR114W,2373,0,0,0
YBR115C,4179,2,0.479,17.507
YBR117C,2046,0,0,0
YBR118W,1377,41,29.775,1089.22
YBR119W,897,1,1.115,40.782
YBR120C,489,1,2.045,74.81
YBR121C,2004,3,1.497,54.763
YBR122C,534,2,3.745,137.011
YBR123C,1950,1,0.513,18.76
YBR125C,1182,0,0,0
YBR126C,1488,1,0.672,24.585
YBR126W-A,207,29,140.097,5124.993
YBR127C,1554,1,0.644,23.54
YBR128C,1035,0,0,0
YBR129C,987,0,0,0
YBR130C,1278,1,0.782,28.624
YBR131W,2115,0,0,0
YBR132C,1791,0,0,0
YBR133C,2484,0,0,0
YBR135W,453,2,4.415,161.509
YBR136W,7107,0,0,0
YBR137W,540,2,3.704,135.488
YBR138C,1575,1,0.635,23.227
YBR139W,1527,0,0,0
YBR140C,9279,0,0,0
YBR141C,1014,0,0,0
YBR142W,2322,4,1.723,63.018
YBR143C,1314,15,11.416,417.601
YBR144C,315,0,0,0
YBR145W,1056,5,4.735,173.21
YBR146W,837,1,1.195,43.706
YBR147W,891,0,0,0
YBR148W,1830,0,0,0
YBR149W,1035,10,9.662,353.448
YBR150C,3285,0,0,0
YBR151W,951,1,1.052,38.467
YBR152W,876,0,0,0
YBR153W,735,1,1.361,49.771
YBR154C,648,5,7.716,282.267
YBR155W,1158,1,0.864,31.591
YBR156C,2097,1,0.477,17.445
YBR157C,768,0,0,0
YBR158W,1650,0,0,0
YBR159W,1044,8,7.663,280.321
YBR160W,897,0,0,0
YBR161W,1131,0,0,0
YBR162C,1368,1,0.731,26.741
YBR162W-A,198,13,65.657,2401.838
YBR163W,1758,0,0,0
YBR164C,552,2,3.623,132.543
YBR165W,834,0,0,0
YBR166C,1359,0,0,0
YBR167C,423,0,0,0
YBR168W,1242,0,0,0
YBR169C,2082,1,0.48,17.571
YBR170C,1743,1,0.574,20.988
YBR171W,621,7,11.272,412.356
YBR172C,2223,2,0.9,32.912
YBR173C,447,5,11.186,409.193
YBR175W,948,0,0,0
YBR176W,939,1,1.065,38.958
YBR177C,1356,1,0.737,26.978
YBR179C,2568,0,0,0
YBR180W,1719,0,0,0
YBR181C,711,40.5,56.962,2083.776
YBR182C,1359,0,0,0
YBR182C-A,195,0,0,0
YBR183W,951,0,0,0
YBR184W,1572,0,0,0
YBR185C,837,0,0,0
YBR186W,1695,0,0,0
YBR187W,843,2,2.372,86.79
YBR188C,423,0,0,0
YBR189W,588,68,115.646,4230.554
YBR191W,483,46.5,96.273,3521.855
YBR192W,1134,0,0,0
YBR193C,672,0,0,0
YBR194W,372,1,2.688,98.338
YBR195C,1269,0,0,0
YBR196C,1665,12,7.207,263.653
YBR196C-A,150,0,0,0
YBR196C-B,105,0,0,0
YBR197C,654,0,0,0
YBR198C,2397,1,0.417,15.262
YBR199W,1395,2,1.434,52.447
YBR200W,1656,0,0,0
YBR200W-A,165,0,0,0
YBR201W,636,0,0,0
YBR201C-A,204,0,0,0
YBR202W,2538,0,0,0
YBR203W,2775,0,0,0
YBR204C,1128,0,0,0
YBR205W,1215,1,0.823,30.109
YBR207W,1398,0,0,0
YBR208C,5508,0,0,0
YBR209W,318,0,0,0
YBR210W,429,0,0,0
YBR211C,975,2,2.051,75.04
YBR212W,2019,0,0,0
YBR213W,825,0,0,0
YBR214W,1584,0,0,0
YBR215W,1878,0,0,0
YBR216C,2025,0,0,0
YBR217W,561,0,0,0
YBR218C,3543,6,1.693,61.951
YBR219C,384,0,0,0
YBR220C,1683,0,0,0
YBR221C,1101,1,0.908,33.226
YBR221W-A,105,0,0,0
YBR222C,1632,1,0.613,22.415
YBR223C,1635,0,0,0
YBR225W,2703,0,0,0
YBR227C,1563,0,0,0
YBR228W,915,2,2.186,79.96
YBR229C,2865,0,0,0
YBR230C,405,0,0,0
YBR230W-A,201,4,19.9,727.997
YBR231C,912,1,1.096,40.112
YBR233W,1242,2,1.61,58.908
YBR233W-A,285,1,3.509,128.357
YBR234C,1155,1,0.866,31.673
YBR235W,3363,1,0.297,10.878
YBR236C,1311,0,0,0
YBR237W,2550,2,0.784,28.692
YBR238C,2196,0,0,0
YBR239C,1590,0,0,0
YBR240C,1353,0,0,0
YBR241C,1467,1,0.682,24.937
YBR242W,717,1,1.395,51.021
YBR243C,1347,1,0.742,27.158
YBR244W,489,4,8.18,299.238
YBR245C,3390,2,0.59,21.582
YBR246W,1164,2,1.718,62.855
YBR247C,1452,3,2.066,75.582
YBR248C,1659,7,4.219,154.354
YBR249C,1113,2,1.797,65.736
YBR250W,1572,0,0,0
YBR251W,924,1,1.082,39.591
YBR252W,444,9,20.27,741.524
YBR253W,366,0,0,0
YBR254C,528,1,1.894,69.284
YBR255W,2085,1,0.48,17.545
YBR255C-A,363,0,0,0
YBR256C,717,5,6.974,255.104
YBR257W,840,0,0,0
YBR258C,429,0,0,0
YBR259W,2067,0,0,0
YBR260C,2001,1,0.5,18.282
YBR261C,699,1,1.431,52.335
YBR262C,321,1,3.115,113.962
YBR263W,1473,1,0.679,24.835
YBR264C,600,1,1.667,60.97
YBR265W,963,6,6.231,227.924
