Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,33.569,92.477,8.5
YAL067W-A,228,28.289,124.077,11.405
YAL067C,1782,40,22.447,2.063
YAL065C,387,107.208,277.024,25.463
YAL064W-B,381,181.478,476.319,43.782
YAL064C-A,381,15.017,39.415,3.623
YAL064W,285,15,52.632,4.838
YAL063C-A,291,13,44.674,4.106
YAL063C,3969,1899.162,478.499,43.982
YAL062W,1374,160.069,116.498,10.708
YAL061W,1254,97,77.352,7.11
YAL060W,1149,3034,2640.557,242.713
YAL059W,639,549,859.155,78.971
YAL058W,1509,784,519.549,47.756
YAL056W,2643,656,248.203,22.814
YAL055W,543,161,296.501,27.254
YAL054C,2142,144,67.227,6.179
YAL053W,2352,1973,838.861,77.106
YAL051W,3144,518,164.758,15.144
YAL049C,741,1871,2524.966,232.088
YAL048C,1989,286,143.791,13.217
YAL047C,1869,158,84.537,7.77
YAL046C,357,272,761.905,70.032
YAL044W-A,333,458,1375.375,126.421
YAL044C,513,2186,4261.209,391.679
YAL043C,2358,669,283.715,26.078
YAL042W,1248,5226,4187.5,384.904
YAL041W,2565,777,302.924,27.844
YAL040C,1743,327,187.608,17.244
YAL039C,810,485,598.765,55.037
YAL038W,1503,41490,27604.79,2537.362
YAL037C-A,93,170,1827.957,168.021
YAL037W,804,58,72.139,6.631
YAL036C,1110,1936,1744.144,160.317
YAL035W,3009,3227,1072.449,98.577
YAL034W-A,870,282,324.138,29.794
YAL034C,1242,211,169.887,15.616
YAL033W,522,495,948.276,87.163
YAL032C,1140,475,416.667,38.299
YAL031C,2283,357,156.373,14.373
YAL030W,354,616,1740.113,159.947
YAL029C,4416,1575,356.658,32.783
YAL028W,1587,266,167.612,15.406
YAL027W,786,354,450.382,41.398
YAL026C,4068,1497,367.994,33.825
YAL025C,921,1037,1125.95,103.494
YAL024C,4308,304,70.566,6.486
YAL023C,2280,5499,2411.842,221.69
YAL022C,1554,1167,750.965,69.027
YAL021C,2514,724,287.987,26.471
YAL020C,1002,495,494.012,45.408
YAL019W,3396,1201,353.651,32.507
YAL018C,978,2,2.045,0.188
YAL017W,4071,956,234.832,21.585
YAL016W,1908,3540,1855.346,170.539
YAL015C,1200,708,590,54.231
YAL014C,768,733,954.427,87.728
YAL013W,1218,457,375.205,34.488
YAL012W,1185,3679,3104.641,285.371
YAL011W,1878,298,158.679,14.585
YAL010C,1482,451,304.318,27.972
YAL009W,780,674,864.103,79.426
YAL008W,597,397,664.992,61.124
YAL007C,648,6267,9671.296,888.961
YAL005C,1929,1723.785,893.616,82.139
YAL003W,621,12009,19338.164,1777.515
YAL002W,3825,460,120.261,11.054
YAL001C,3483,963,276.486,25.414
YAR002W,1620,1155,712.963,65.534
YAR002C-A,660,8350,12651.515,1162.895
YAR003W,1281,2567,2003.903,184.194
YAR007C,1866,1393,746.517,68.618
YAR008W,828,297,358.696,32.97
YAR009C,3591,146.692,40.85,3.755
YAR010C,1323,0.574,0.434,0.04
YAR014C,2130,929,436.15,40.09
YAR015W,921,769,834.962,76.748
YAR018C,1308,149,113.914,10.471
YAR019C,2925,220,75.214,6.913
YAR020C,168,14.142,84.179,7.737
YAR023C,540,147,272.222,25.022
YAR027W,708,1899.045,2682.268,246.547
YAR028W,705,579.018,821.303,75.492
YAR029W,225,78,346.667,31.865
YAR031W,897,53.506,59.65,5.483
YAR033W,705,170.069,241.232,22.173
YAR035W,2064,25,12.112,1.113
YAR035C-A,81,0,0,0
YAR042W,3567,510,142.977,13.142
YAR050W,4614,1164.335,252.348,23.195
YAR064W,300,3,10,0.919
YAR066W,612,111.305,181.872,16.717
YAR068W,486,1323.783,2723.832,250.368
YAR071W,1404,57.778,41.153,3.783
YBL113C,2379,281.823,118.463,10.889
YBL112C,318,2.76,8.679,0.798
YBL111C,2004,10.59,5.284,0.486
YBL108C-A,129,0.021,0.165,0.015
YBL107C,591,629,1064.298,97.828
YBL106C,3033,466,153.643,14.122
YBL105C,3456,1158,335.069,30.799
YBL104C,3117,656,210.459,19.345
YBL103C,1461,637,436.003,40.076
YBL102W,648,589,908.951,83.548
YBL101C,3354,432,128.801,11.839
YBL100W-C,120,4,33.333,3.064
YBL100W-B,5313,1457.695,274.364,25.219
YBL100W-A,1317,19.3,14.655,1.347
YBL099W,1638,2554,1559.219,143.319
YBL098W,1383,235,169.92,15.619
YBL097W,2265,223,98.455,9.05
YBL095W,813,354,435.424,40.023
YBL093C,663,1975,2978.884,273.811
YBL092W,393,8836,22483.461,2066.622
YBL091C-A,528,318,602.273,55.359
YBL091C,1266,2217,1751.185,160.964
YBL090W,534,616,1153.558,106.032
YBL089W,1380,650,471.014,43.294
YBL088C,8364,563,67.312,6.187
YBL087C,414,7768.22,18763.816,1724.722
YBL086C,1401,411,293.362,26.965
YBL085W,2943,1034,351.342,32.294
YBL084C,2277,406,178.305,16.389
YBL082C,1377,907,658.678,60.544
YBL081W,1107,365,329.72,30.307
YBL080C,1626,414,254.613,23.403
YBL079W,4509,1209,268.13,24.646
YBL078C,354,602,1700.565,156.312
YBL076C,3219,4752,1476.235,135.692
YBL075C,1950,598,306.667,28.188
YBL074C,1068,320,299.625,27.541
YBL072C,603,13706.989,22731.325,2089.405
YBL071C-B,99,10,101.01,9.285
YBL071W-A,249,226,907.631,83.427
YBL071C,309,237,766.99,70.5
YBL069W,1290,242,187.597,17.243
YBL068W,981,793,808.359,74.302
YBL067C,2244,1090,485.74,44.648
YBL066C,3447,210,60.923,5.6
YBL064C,786,1586,2017.812,185.472
YBL063W,3336,255,76.439,7.026
YBL061C,2091,2147,1026.781,94.379
YBL060W,2064,621,300.872,27.655
YBL059C-A,330,276,836.364,76.876
YBL059W,582,144,247.423,22.742
YBL058W,1272,1942,1526.73,140.333
YBL057C,627,1601,2553.429,234.705
YBL056W,1407,3852,2737.74,251.646
YBL055C,1257,1894,1506.762,138.498
YBL054W,1578,259,164.132,15.087
YBL052C,2496,732,293.269,26.957
YBL051C,2007,426,212.257,19.51
YBL050W,879,2754,3133.106,287.987
YBL049W,417,130,311.751,28.655
YBL048W,312,39,125,11.49
YBL047C,4146,2050,494.452,45.449
YBL046W,1326,781,588.989,54.138
YBL045C,1374,1739,1265.648,116.335
YBL044W,369,4,10.84,0.996
YBL043W,774,20,25.84,2.375
YBL042C,1920,334,173.958,15.99
YBL041W,726,2416,3327.824,305.885
YBL040C,660,6434,9748.485,896.056
YBL039W-B,180,240,1333.333,122.557
YBL039C,1740,2375,1364.943,125.462
YBL038W,699,787,1125.894,103.489
YBL037W,3078,614,199.48,18.336
YBL036C,774,1943,2510.336,230.744
YBL035C,2118,436,205.855,18.922
YBL034C,4542,346,76.178,7.002
YBL033C,1038,2396,2308.285,212.172
YBL032W,1146,698,609.075,55.985
YBL031W,1017,182,178.958,16.449
YBL030C,957,1780,1859.979,170.965
YBL029C-A,285,320,1122.807,103.206
YBL029W,1131,173,152.962,14.06
YBL028C,321,312,971.963,89.34
YBL027W,570,13176.453,23116.585,2124.817
YBL026W,288,545,1892.361,173.941
YBL025W,438,258,589.041,54.143
YBL024W,2055,1585,771.29,70.895
YBL023C,2607,870,333.717,30.674
YBL022C,3402,1769,519.988,47.796
YBL021C,435,291,668.966,61.49
YBL020W,1725,943,546.667,50.248
YBL019W,1563,548,350.608,32.227
YBL018C,402,265,659.204,60.592
YBL017C,4740,2953.914,623.189,57.282
YBL016W,1062,367,345.574,31.764
YBL015W,1581,265,167.615,15.407
YBL014C,2685,480,178.771,16.432
YBL013W,1206,31,25.705,2.363
YBL011W,2280,505,221.491,20.359
YBL010C,843,501,594.306,54.627
YBL009W,2031,274,134.909,12.4
YBL008W-A,240,23,95.833,8.809
YBL008W,2523,1101,436.385,40.111
YBL007C,3735,1356,363.052,33.371
YBL006C,543,1769,3257.827,299.451
YBL005W,2931,543,185.261,17.029
YBL005W-B,5268,26.289,4.99,0.459
YBL005W-A,1323,2.049,1.549,0.142
YBL004W,7482,968,129.377,11.892
YBL003C,399,3509.172,8794.918,808.406
YBL002W,396,1280.142,3232.683,297.14
YBL001C,315,1467,4657.143,428.073
YBR001C,2343,319,136.15,12.515
YBR002C,861,2248,2610.918,239.989
YBR003W,1422,1138,800.281,73.56
YBR004C,1302,682,523.81,48.147
YBR005W,642,2340,3644.86,335.026
YBR006W,1494,1224,819.277,75.306
YBR007C,2211,381,172.32,15.839
YBR008C,1647,376,228.294,20.984
YBR009C,312,2557.141,8195.966,753.352
YBR010W,411,3414.233,8307.137,763.571
YBR011C,864,4839,5600.694,514.801
YBR012W-B,5271,35.346,6.706,0.616
YBR012W-A,1323,0.673,0.509,0.047
YBR013C,390,119,305.128,28.047
YBR014C,612,1114,1820.261,167.314
YBR015C,1794,1541,858.974,78.955
YBR016W,387,1238,3198.966,294.041
YBR017C,2757,2088,757.345,69.613
YBR018C,1101,15,13.624,1.252
YBR019C,2100,73,34.762,3.195
YBR020W,1587,30,18.904,1.738
