,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,7.23,19.916,1.693
1,YAL067W-A,228,13.0,57.018,4.8469999999999995
2,YAL067C,1782,47.0,26.375,2.242
3,YAL065C,387,87.471,226.023,19.212
4,YAL064W-B,381,131.102,344.101,29.249000000000002
5,YAL064C-A,381,7.011,18.401,1.564
6,YAL064W,285,14.0,49.123000000000005,4.176
7,YAL063C-A,291,23.0,79.038,6.718
8,YAL063C,3969,1427.3029999999999,359.61300000000006,30.568
9,YAL062W,1374,121.023,88.081,7.487
10,YAL061W,1254,72.0,57.416000000000004,4.88
11,YAL060W,1149,2434.0,2118.364,180.06400000000002
12,YAL059W,639,515.0,805.947,68.507
13,YAL058W,1509,578.0,383.035,32.559
14,YAL056W,2643,650.0,245.933,20.905
15,YAL055W,543,172.0,316.759,26.925
16,YAL054C,2142,136.0,63.492,5.397
17,YAL053W,2352,1603.0,681.548,57.933
18,YAL051W,3144,452.0,143.766,12.22
19,YAL049C,741,1669.0,2252.362,191.454
20,YAL048C,1989,314.0,157.868,13.419
21,YAL047C,1869,153.0,81.862,6.957999999999999
22,YAL046C,357,332.0,929.972,79.04899999999999
23,YAL044W-A,333,446.0,1339.339,113.846
24,YAL044C,513,2245.0,4376.218,371.985
25,YAL043C,2358,567.0,240.458,20.439
26,YAL042W,1248,4096.0,3282.051,278.97900000000004
27,YAL041W,2565,856.0,333.723,28.366999999999997
28,YAL040C,1743,244.0,139.989,11.899000000000001
29,YAL039C,810,288.0,355.556,30.223000000000003
30,YAL038W,1503,40350.0,26846.307,2281.9770000000003
31,YAL037C-A,93,264.0,2838.71,241.295
32,YAL037W,804,77.0,95.771,8.141
33,YAL036C,1110,1792.0,1614.414,137.22799999999998
34,YAL035W,3009,2955.0,982.054,83.476
35,YAL034W-A,870,283.0,325.28700000000003,27.65
36,YAL034C,1242,126.0,101.449,8.623
37,YAL033W,522,459.0,879.31,74.743
38,YAL032C,1140,486.0,426.316,36.236999999999995
39,YAL031C,2283,361.0,158.125,13.440999999999999
40,YAL030W,354,526.0,1485.876,126.302
41,YAL029C,4416,1286.0,291.214,24.754
42,YAL028W,1587,166.0,104.6,8.891
43,YAL027W,786,411.0,522.901,44.446999999999996
44,YAL026C,4068,1528.0,375.615,31.928
45,YAL025C,921,1326.0,1439.739,122.38
46,YAL024C,4308,302.0,70.102,5.959
47,YAL023C,2280,5661.0,2482.895,211.05
48,YAL022C,1554,960.0,617.761,52.511
49,YAL021C,2514,566.0,225.139,19.137
50,YAL020C,1002,403.0,402.19599999999997,34.187
51,YAL019W,3396,1184.0,348.645,29.635
52,YAL018C,978,2.0,2.045,0.174
53,YAL017W,4071,794.0,195.03799999999998,16.579
54,YAL016W,1908,3082.0,1615.3039999999999,137.303
55,YAL015C,1200,627.0,522.5,44.413000000000004
56,YAL014C,768,629.0,819.01,69.617
57,YAL013W,1218,359.0,294.745,25.054000000000002
58,YAL012W,1185,2126.0,1794.0929999999998,152.501
59,YAL011W,1878,238.0,126.73100000000001,10.772
60,YAL010C,1482,369.0,248.988,21.164
61,YAL009W,780,625.0,801.2819999999999,68.11
62,YAL008W,597,309.0,517.5880000000001,43.996
63,YAL007C,648,6885.0,10625.0,903.1410000000001
64,YAL005C,1929,2483.327,1287.365,109.428
65,YAL003W,621,16106.0,25935.588,2204.565
66,YAL002W,3825,403.0,105.359,8.956
67,YAL001C,3483,965.0,277.06,23.551
68,YAR002W,1620,1301.0,803.086,68.264
69,YAR002C-A,660,9377.0,14207.576000000001,1207.6660000000002
70,YAR003W,1281,2325.0,1814.9879999999998,154.27700000000002
71,YAR007C,1866,1303.0,698.285,59.355
72,YAR008W,828,355.0,428.744,36.444
73,YAR009C,3591,116.93799999999999,32.564,2.7680000000000002
74,YAR010C,1323,0.44,0.33299999999999996,0.027999999999999997
75,YAR014C,2130,910.0,427.23,36.315
76,YAR015W,921,713.0,774.159,65.805
77,YAR018C,1308,204.0,155.963,13.257
78,YAR019C,2925,173.0,59.145,5.027
79,YAR020C,168,4.1819999999999995,24.892,2.116
80,YAR023C,540,91.0,168.519,14.324000000000002
81,YAR027W,708,942.197,1330.787,113.119
82,YAR028W,705,393.36400000000003,557.9630000000001,47.428000000000004
83,YAR029W,225,52.0,231.111,19.645
84,YAR031W,897,33.364000000000004,37.195,3.162
85,YAR033W,705,121.71799999999999,172.649,14.675
86,YAR035W,2064,14.0,6.7829999999999995,0.5770000000000001
87,YAR035C-A,81,0.0,0.0,0.0
88,YAR042W,3567,443.0,124.194,10.557
89,YAR050W,4614,709.8739999999999,153.852,13.078
90,YAR064W,300,3.125,10.417,0.885
91,YAR066W,612,236.729,386.81199999999995,32.88
92,YAR068W,486,1909.279,3928.5570000000002,333.93300000000005
93,YAR071W,1404,49.098,34.97,2.9730000000000003
94,YBL113C,2379,217.15,91.27799999999999,7.7589999999999995
95,YBL112C,318,4.658,14.648,1.245
96,YBL111C,2004,6.013,3.0,0.255
97,YBL108C-A,129,0.021,0.16699999999999998,0.013999999999999999
98,YBL107C,591,795.0,1345.1779999999999,114.34200000000001
99,YBL106C,3033,286.0,94.296,8.015
100,YBL105C,3456,1019.0,294.85,25.063000000000002
101,YBL104C,3117,645.0,206.93,17.589000000000002
102,YBL103C,1461,716.0,490.075,41.657
103,YBL102W,648,732.0,1129.63,96.02
104,YBL101C,3354,314.0,93.62,7.957999999999999
105,YBL100W-C,120,1.0,8.333,0.708
106,YBL100W-B,5313,1141.229,214.799,18.258
107,YBL100W-A,1317,2.951,2.24,0.19
108,YBL099W,1638,4839.0,2954.212,251.113
109,YBL098W,1383,485.0,350.68699999999995,29.809
110,YBL097W,2265,280.0,123.62,10.508
111,YBL095W,813,501.0,616.236,52.381
112,YBL093C,663,1848.0,2787.33,236.92700000000002
113,YBL092W,393,15332.0,39012.723,3316.1420000000003
114,YBL091C-A,528,190.0,359.848,30.588
115,YBL091C,1266,1893.0,1495.261,127.09899999999999
116,YBL090W,534,765.0,1432.5839999999998,121.772
117,YBL089W,1380,732.0,530.435,45.088
118,YBL088C,8364,475.0,56.791000000000004,4.827
119,YBL087C,414,12968.448999999999,31324.755,2662.652
120,YBL086C,1401,257.0,183.44,15.593
121,YBL085W,2943,1125.0,382.26300000000003,32.493
122,YBL084C,2277,416.0,182.697,15.529000000000002
123,YBL082C,1377,703.0,510.53,43.396
124,YBL081W,1107,343.0,309.846,26.337
125,YBL080C,1626,390.0,239.852,20.387999999999998
126,YBL079W,4509,1210.0,268.35200000000003,22.81
127,YBL078C,354,429.0,1211.864,103.01
128,YBL076C,3219,5760.0,1789.376,152.1
129,YBL075C,1950,439.0,225.128,19.136
130,YBL074C,1068,255.0,238.764,20.295
131,YBL072C,603,25024.029,41499.219,3527.4970000000003
132,YBL071C-B,99,12.0,121.212,10.302999999999999
133,YBL071W-A,249,222.0,891.566,75.785
134,YBL071C,309,233.0,754.045,64.095
135,YBL069W,1290,266.0,206.202,17.527
136,YBL068W,981,753.0,767.584,65.24600000000001
137,YBL067C,2244,911.0,405.971,34.508
138,YBL066C,3447,311.0,90.223,7.669
139,YBL064C,786,474.0,603.053,51.26
140,YBL063W,3336,275.0,82.434,7.007000000000001
141,YBL061C,2091,1663.0,795.313,67.60300000000001
142,YBL060W,2064,568.0,275.194,23.392
