,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,1447.0,1272.647,155.289
1,YJR089W,2865,553.0,193.019,23.552
2,YML078W,549,870.0,1584.6989999999998,193.365
3,YKR071C,1047,1519.0,1450.8120000000001,177.028
4,YGR098C,4893,328.0,67.035,8.18
5,YIL065C,468,470.0,1004.2739999999999,122.542
6,YOR197W,1299,2004.0,1542.725,188.24400000000003
7,YDL003W,1701,1077.0,633.1569999999999,77.258
8,YNL123W,2994,840.0,280.561,34.234
9,YJL208C,990,324.0,327.27299999999997,39.934
10,YHR179W,1203,7709.0,6408.146,781.923
11,YPL171C,1203,20.0,16.625,2.029
12,YBL030C,957,1323.0,1382.445,168.68599999999998
13,YNL055C,852,2282.0,2678.4040000000005,326.819
14,YPL123C,1305,612.0,468.966,57.223
15,YIL016W,480,460.0,958.3330000000001,116.936
16,YJR009C,999,30250.361,30280.642000000003,3694.85
17,YGR192C,999,118908.281,119027.308,14523.735
18,YOR297C,579,263.0,454.231,55.425
19,YMR074C,438,1385.0,3162.1,385.84
20,YDR326C,4317,422.0,97.75299999999999,11.927999999999999
21,YBL055C,1257,1466.0,1166.269,142.308
22,YIL097W,1551,309.0,199.226,24.31
23,YMR095C,675,227.0,336.296,41.035
24,YLR150W,822,6813.0,8288.321,1011.3430000000001
25,YML120C,1542,393.0,254.864,31.099
26,YHL007C,2820,571.0,202.482,24.706999999999997
27,YPR048W,1872,611.0,326.389,39.826
28,YDR113C,1122,150.0,133.69,16.313
29,YLL001W,2274,731.0,321.46,39.225
30,YJL112W,2145,676.0,315.152,38.455
31,YOR043W,1461,490.0,335.38699999999994,40.924
32,YKR036C,1932,292.0,151.139,18.442
33,YOL149W,696,440.0,632.184,77.139
34,YNL118C,2913,1330.0,456.574,55.711000000000006
35,YJL124C,519,671.0,1292.871,157.756
36,YER112W,564,563.0,998.227,121.804
37,YER110C,3342,1351.0,404.249,49.327
38,YDL042C,1689,95.0,56.246,6.8629999999999995
39,YPL116W,2094,372.0,177.65,21.677
40,YHR155W,3687,514.0,139.409,17.011
41,YOL002C,954,905.0,948.637,115.75299999999999
42,YKL056C,504,12776.0,25349.206000000002,3093.115
43,YNL098C,969,3391.0,3499.4840000000004,427.00800000000004
44,YDL126C,2508,14422.0,5750.399,701.665
45,YJL194W,1542,105.0,68.093,8.309
46,YNL186W,2379,422.0,177.385,21.645
47,YER019W,1434,534.0,372.385,45.438
48,YFL010C,636,1089.663,1713.306,209.058
49,YNL305C,894,1030.0,1152.125,140.583
50,YGL160W,1713,889.0,518.9730000000001,63.325
