,Gene,SeqLen,Count,Count/Kb,FPKM
0,YAL068C,363,27.772,76.507,9.335
1,YAL067W-A,228,26.429000000000002,115.915,14.144
2,YAL067C,1782,36.0,20.202,2.465
3,YAL065C,387,75.12899999999999,194.13299999999998,23.688000000000002
4,YAL064W-B,381,123.72200000000001,324.73,39.624
5,YAL064C-A,381,12.013,31.531,3.847
6,YAL064W,285,13.0,45.614,5.566
7,YAL063C-A,291,16.0,54.983000000000004,6.709
8,YAL063C,3969,1393.9879999999998,351.219,42.856
9,YAL062W,1374,165.14,120.189,14.665
10,YAL061W,1254,68.0,54.226000000000006,6.617000000000001
11,YAL060W,1149,2165.0,1884.247,229.916
12,YAL059W,639,435.0,680.7510000000001,83.065
13,YAL058W,1509,595.0,394.301,48.113
14,YAL056W,2643,458.0,173.28799999999998,21.145
15,YAL055W,543,119.0,219.153,26.741
16,YAL054C,2142,112.0,52.288000000000004,6.38
17,YAL053W,2352,1551.0,659.439,80.465
18,YAL051W,3144,391.0,124.36399999999999,15.175
19,YAL049C,741,1464.0,1975.7089999999998,241.076
20,YAL048C,1989,231.0,116.139,14.171
21,YAL047C,1869,118.0,63.135,7.704
22,YAL046C,357,211.0,591.036,72.118
23,YAL044W-A,333,332.0,996.997,121.654
24,YAL044C,513,1707.0,3327.485,406.02
25,YAL043C,2358,520.0,220.52599999999998,26.909000000000002
26,YAL042W,1248,4025.0,3225.16,393.535
27,YAL041W,2565,599.0,233.528,28.495
28,YAL040C,1743,227.0,130.235,15.890999999999998
29,YAL039C,810,369.0,455.556,55.586999999999996
30,YAL038W,1503,32574.0,21672.655,2644.502
31,YAL037C-A,93,93.0,1000.0,122.02
32,YAL037W,804,42.0,52.239,6.374
33,YAL036C,1110,1521.0,1370.27,167.201
34,YAL035W,3009,2387.0,793.2869999999999,96.79700000000001
35,YAL034W-A,870,226.0,259.77,31.697
36,YAL034C,1242,149.0,119.96799999999999,14.638
37,YAL033W,522,359.0,687.7389999999999,83.91799999999999
38,YAL032C,1140,361.0,316.66700000000003,38.64
39,YAL031C,2283,292.0,127.902,15.607000000000001
40,YAL030W,354,462.0,1305.085,159.247
41,YAL029C,4416,1165.0,263.813,32.191
42,YAL028W,1587,202.0,127.28399999999999,15.530999999999999
43,YAL027W,786,268.0,340.967,41.605
44,YAL026C,4068,1146.0,281.711,34.374
45,YAL025C,921,861.0,934.8530000000001,114.071
46,YAL024C,4308,232.0,53.853,6.571000000000001
47,YAL023C,2280,4202.0,1842.9820000000002,224.88099999999997
48,YAL022C,1554,878.0,564.994,68.941
49,YAL021C,2514,553.0,219.968,26.840999999999998
50,YAL020C,1002,414.0,413.17400000000004,50.416000000000004
51,YAL019W,3396,901.0,265.312,32.373000000000005
52,YAL018C,978,0.0,0.0,0.0
53,YAL017W,4071,670.0,164.579,20.082
54,YAL016W,1908,2610.0,1367.925,166.91400000000002
55,YAL015C,1200,555.0,462.5,56.434
56,YAL014C,768,577.0,751.302,91.67399999999999
57,YAL013W,1218,353.0,289.819,35.364000000000004
58,YAL012W,1185,2842.0,2398.312,292.643
59,YAL011W,1878,235.0,125.133,15.269
60,YAL010C,1482,324.0,218.623,26.676
61,YAL009W,780,489.0,626.923,76.497
62,YAL008W,597,264.0,442.211,53.958999999999996
63,YAL007C,648,4671.0,7208.3330000000005,879.562
64,YAL005C,1929,1278.368,662.71,80.86399999999999
65,YAL003W,621,9002.0,14495.973999999998,1768.8020000000001
66,YAL002W,3825,345.0,90.196,11.005999999999998
67,YAL001C,3483,712.0,204.421,24.944000000000003
68,YAR002W,1620,843.0,520.37,63.496
69,YAR002C-A,660,6252.0,9472.726999999999,1155.864
70,YAR003W,1281,1952.0,1523.81,185.93599999999998
71,YAR007C,1866,1147.0,614.684,75.00399999999999
72,YAR008W,828,264.0,318.841,38.905
73,YAR009C,3591,98.088,27.315,3.333
74,YAR010C,1323,0.687,0.519,0.063
75,YAR014C,2130,648.0,304.225,37.122
76,YAR015W,921,608.0,660.1519999999999,80.55199999999999
77,YAR018C,1308,142.0,108.56299999999999,13.247
78,YAR019C,2925,183.0,62.56399999999999,7.6339999999999995
79,YAR020C,168,6.091,36.255,4.4239999999999995
80,YAR023C,540,97.0,179.63,21.918000000000003
81,YAR027W,708,1430.695,2020.756,246.57299999999998
82,YAR028W,705,456.43300000000005,647.422,78.999
83,YAR029W,225,53.0,235.55599999999998,28.743000000000002
84,YAR031W,897,44.515,49.626999999999995,6.055
85,YAR033W,705,115.899,164.396,20.06
86,YAR035W,2064,15.0,7.267,0.887
87,YAR035C-A,81,0.0,0.0,0.0
88,YAR042W,3567,383.0,107.37299999999999,13.102
89,YAR050W,4614,828.3480000000001,179.52900000000002,21.906
90,YAR064W,300,1.444,4.815,0.588
91,YAR066W,612,88.0,143.791,17.545
92,YAR068W,486,1109.197,2282.298,278.486
93,YAR071W,1404,37.198,26.494,3.233
94,YBL113C,2379,237.18,99.697,12.165
95,YBL112C,318,0.315,0.991,0.121
96,YBL111C,2004,1.745,0.871,0.106
97,YBL108C-A,129,0.023,0.18100000000000002,0.022000000000000002
98,YBL107C,591,470.0,795.262,97.038
99,YBL106C,3033,401.0,132.21200000000002,16.133
100,YBL105C,3456,930.0,269.097,32.835
101,YBL104C,3117,435.0,139.55700000000002,17.029
102,YBL103C,1461,479.0,327.858,40.005
103,YBL102W,648,457.0,705.247,86.054
104,YBL101C,3354,358.0,106.738,13.024000000000001
105,YBL100W-C,120,9.0,75.0,9.152000000000001
106,YBL100W-B,5313,1296.643,244.051,29.779
107,YBL100W-A,1317,6.105,4.635,0.5660000000000001
108,YBL099W,1638,1816.0,1108.6689999999999,135.28
109,YBL098W,1383,147.0,106.291,12.97
110,YBL097W,2265,184.0,81.236,9.912
111,YBL095W,813,259.0,318.573,38.872
112,YBL093C,663,1502.0,2265.46,276.432
113,YBL092W,393,6884.0,17516.539,2137.3720000000003
114,YBL091C-A,528,239.0,452.652,55.233000000000004
115,YBL091C,1266,1710.0,1350.711,164.81400000000002
116,YBL090W,534,457.0,855.805,104.426
117,YBL089W,1380,503.0,364.49300000000005,44.475
118,YBL088C,8364,402.0,48.063,5.865
119,YBL087C,414,6009.607,14515.958,1771.24
120,YBL086C,1401,297.0,211.99099999999999,25.866999999999997
121,YBL085W,2943,748.0,254.162,31.013
122,YBL084C,2277,290.0,127.361,15.540999999999999
123,YBL082C,1377,755.0,548.293,66.903
124,YBL081W,1107,288.0,260.163,31.745
125,YBL080C,1626,295.0,181.42700000000002,22.138
126,YBL079W,4509,896.0,198.71400000000003,24.247
127,YBL078C,354,433.0,1223.164,149.251
