Gene,SeqLen,Count,Count/Kb,FPKM
YAL068C,363,0,0,0
YAL067W-A,228,0,0,0
YAL067C,1782,0,0,0
YAL065C,387,1,2.584,111.601
YAL064W-B,381,0,0,0
YAL064C-A,381,0,0,0
YAL064W,285,0,0,0
YAL063C-A,291,0,0,0
YAL063C,3969,0,0,0
YAL062W,1374,0,0,0
YAL061W,1254,0,0,0
YAL060W,1149,2,1.741,75.178
YAL059W,639,4,6.26,270.358
YAL058W,1509,0,0,0
YAL056W,2643,0,0,0
YAL055W,543,1,1.842,79.539
YAL054C,2142,0,0,0
YAL053W,2352,4,1.701,73.452
YAL051W,3144,0,0,0
YAL049C,741,4,5.398,233.143
YAL048C,1989,0,0,0
YAL047C,1869,0,0,0
YAL046C,357,1,2.801,120.98
YAL044W-A,333,0,0,0
YAL044C,513,5,9.747,420.953
YAL043C,2358,0,0,0
YAL042W,1248,0,0,0
YAL041W,2565,1,0.39,16.838
YAL040C,1743,0,0,0
YAL039C,810,1,1.235,53.321
YAL038W,1503,50,33.267,1436.785
YAL037C-A,93,0,0,0
YAL037W,804,0,0,0
YAL036C,1110,6,5.405,233.458
YAL035W,3009,14,4.653,200.949
YAL034W-A,870,1,1.149,49.643
YAL034C,1242,0,0,0
YAL033W,522,1,1.916,82.739
YAL032C,1140,0,0,0
YAL031C,2283,0,0,0
YAL030W,354,0,0,0
YAL029C,4416,0,0,0
YAL028W,1587,0,0,0
YAL027W,786,0,0,0
YAL026C,4068,0,0,0
YAL025C,921,0,0,0
YAL024C,4308,0,0,0
YAL023C,2280,1,0.439,18.943
YAL022C,1554,0,0,0
YAL021C,2514,0,0,0
YAL020C,1002,0,0,0
YAL019W,3396,1,0.294,12.718
YAL018C,978,0,0,0
YAL017W,4071,0,0,0
YAL016W,1908,1,0.524,22.636
YAL015C,1200,0,0,0
YAL014C,768,0,0,0
YAL013W,1218,1,0.821,35.46
YAL012W,1185,5,4.219,182.235
YAL011W,1878,0,0,0
YAL010C,1482,0,0,0
YAL009W,780,0,0,0
YAL008W,597,1,1.675,72.345
YAL007C,648,3,4.63,199.953
YAL005C,1929,14.5,7.517,324.651
YAL003W,621,111,178.744,7719.907
YAL002W,3825,0,0,0
YAL001C,3483,1,0.287,12.4
YAR002W,1620,0,0,0
YAR002C-A,660,9,13.636,588.951
YAR003W,1281,0,0,0
YAR007C,1866,0,0,0
YAR008W,828,0,0,0
YAR009C,3591,0.5,0.139,6.014
YAR010C,1323,0.132,0.1,4.321
YAR014C,2130,1,0.469,20.277
YAR015W,921,0,0,0
YAR018C,1308,0,0,0
YAR019C,2925,0,0,0
YAR020C,168,0,0,0
YAR023C,540,0,0,0
YAR027W,708,0,0,0
YAR028W,705,0,0,0
YAR029W,225,0,0,0
YAR031W,897,0,0,0
YAR033W,705,0,0,0
YAR035W,2064,0,0,0
YAR035C-A,81,0,0,0
YAR042W,3567,0,0,0
YAR050W,4614,0,0,0
YAR064W,300,0,0,0
YAR066W,612,21,34.314,1482.001
YAR068W,486,5,10.288,444.339
YAR071W,1404,0,0,0
YBL113C,2379,0,0,0
YBL112C,318,0,0,0
YBL111C,2004,0,0,0
YBL108C-A,129,0,0,0
YBL107C,591,2,3.384,146.158
YBL106C,3033,0,0,0
YBL105C,3456,1,0.289,12.497
YBL104C,3117,0,0,0
YBL103C,1461,0,0,0
YBL102W,648,0,0,0
YBL101C,3354,0,0,0
YBL100W-C,120,0,0,0
YBL100W-B,5313,0,0,0
YBL100W-A,1317,0.286,0.217,9.37
YBL099W,1638,5,3.053,131.837
YBL098W,1383,0,0,0
YBL097W,2265,0,0,0
YBL095W,813,1,1.23,53.124
YBL093C,663,0,0,0
YBL092W,393,60,152.672,6593.855
YBL091C-A,528,0,0,0
YBL091C,1266,0,0,0
YBL090W,534,3,5.618,242.639
YBL089W,1380,0,0,0
YBL088C,8364,0,0,0
YBL087C,414,28.5,68.841,2973.207
YBL086C,1401,0,0,0
YBL085W,2943,1,0.34,14.675
YBL084C,2277,0,0,0
YBL082C,1377,0,0,0
YBL081W,1107,0,0,0
YBL080C,1626,0,0,0
YBL079W,4509,0,0,0
YBL078C,354,2,5.65,244.01
YBL076C,3219,5,1.553,67.086
YBL075C,1950,0,0,0
YBL074C,1068,0,0,0
YBL072C,603,51,84.577,3652.864
YBL071C-B,99,0,0,0
YBL071W-A,249,0,0,0
YBL071C,309,0,0,0
YBL069W,1290,0,0,0
YBL068W,981,0,0,0
YBL067C,2244,0,0,0
YBL066C,3447,0,0,0
YBL064C,786,2,2.545,109.898
YBL063W,3336,0,0,0
YBL061C,2091,1,0.478,20.655
YBL060W,2064,0,0,0
YBL059C-A,330,2,6.061,261.756
YBL059W,582,0,0,0
YBL058W,1272,0,0,0
YBL057C,627,2,3.19,137.766
YBL056W,1407,0,0,0
YBL055C,1257,0,0,0
YBL054W,1578,1,0.634,27.37
YBL052C,2496,0,0,0
YBL051C,2007,0,0,0
YBL050W,879,1,1.138,49.135
YBL049W,417,0,0,0
YBL048W,312,0,0,0
YBL047C,4146,2,0.482,20.834
YBL046W,1326,0,0,0
YBL045C,1374,5,3.639,157.168
YBL044W,369,0,0,0
YBL043W,774,0,0,0
YBL042C,1920,0,0,0
YBL041W,726,10,13.774,594.9
YBL040C,660,3,4.545,196.317
YBL039W-B,180,0,0,0
YBL039C,1740,5,2.874,124.108
YBL038W,699,1,1.431,61.788
YBL037W,3078,0,0,0
YBL036C,774,5,6.46,279.004
YBL035C,2118,0,0,0
YBL034C,4542,0,0,0
YBL033C,1038,0,0,0
YBL032W,1146,0,0,0
YBL031W,1017,0,0,0
YBL030C,957,3,3.135,135.391
YBL029C-A,285,1,3.509,151.543
YBL029W,1131,0,0,0
YBL028C,321,4,12.461,538.19
YBL027W,570,61.5,107.895,4659.947
YBL026W,288,0,0,0
YBL025W,438,0,0,0
YBL024W,2055,3,1.46,63.051
YBL023C,2607,0,0,0
YBL022C,3402,1,0.294,12.695
YBL021C,435,0,0,0
YBL020W,1725,0,0,0
YBL019W,1563,1,0.64,27.633
YBL018C,402,1,2.488,107.437
YBL017C,4740,0,0,0
YBL016W,1062,0,0,0
YBL015W,1581,1,0.633,27.318
YBL014C,2685,0,0,0
YBL013W,1206,0,0,0
YBL011W,2280,0,0,0
YBL010C,843,0,0,0
YBL009W,2031,0,0,0
YBL008W-A,240,0,0,0
YBL008W,2523,0,0,0
YBL007C,3735,2,0.535,23.127
YBL006C,543,0,0,0
YBL005W,2931,0,0,0
YBL005W-B,5268,0,0,0
YBL005W-A,1323,0,0,0
YBL004W,7482,0,0,0
YBL003C,399,44,110.276,4762.779
YBL002W,396,12,30.303,1308.78
YBL001C,315,11,34.921,1508.213
YBR001C,2343,0,0,0
YBR002C,861,1,1.161,50.162
YBR003W,1422,0,0,0
YBR004C,1302,1,0.768,33.172
YBR005W,642,0,0,0
YBR006W,1494,0,0,0
YBR007C,2211,1,0.452,19.534
YBR008C,1647,0,0,0
YBR009C,312,7,22.436,969.001
YBR010W,411,24,58.394,2522.029
YBR011C,864,29,33.565,1449.656
YBR012W-B,5271,0.074,0.014,0.607
YBR012W-A,1323,0.132,0.1,4.321
YBR013C,390,0,0,0
YBR014C,612,2,3.268,141.143
YBR015C,1794,2,1.115,48.149
YBR016W,387,7,18.088,781.21
YBR017C,2757,1,0.363,15.665
YBR018C,1101,0,0,0
YBR019C,2100,0,0,0
YBR020W,1587,0,0,0
YBR021W,1902,0,0,0
YBR022W,534,1,1.873,80.88
YBR023C,3498,0,0,0
YBR024W,906,0,0,0
YBR025C,1185,9,7.595,328.023
YBR026C,1143,0,0,0
YBR027C,333,0,0,0
YBR028C,1578,1,0.634,27.37
YBR029C,1374,0,0,0
YBR030W,1659,0,0,0
YBR031W,1089,22.5,20.661,892.35
YBR032W,303,0,0,0
YBR033W,2760,0,0,0
YBR034C,1047,0,0,0
YBR035C,687,8,11.645,502.937
YBR036C,1233,0,0,0
YBR037C,888,1,1.126,48.637
YBR038W,2892,3,1.037,44.803
YBR039W,936,1,1.068,46.143
YBR040W,897,0,0,0
YBR041W,2010,0,0,0
YBR042C,1194,0,0,0
YBR043C,2070,0,0,0
YBR044C,1719,0,0,0
YBR045C,1920,0,0,0
YBR046C,1005,1,0.995,42.975
YBR047W,528,0,0,0
YBR048W,471,54.5,115.711,4997.54
YBR049C,2433,1,0.411,17.752
YBR050C,1017,0,0,0
YBR052C,633,3,4.739,204.691
YBR053C,1077,1,0.929,40.102
YBR054W,1035,0,0,0
YBR055C,2700,1,0.37,15.996
YBR056W,1506,0,0,0
YBR056W-A,201,5,24.876,1074.372
YBR057C,1101,2,1.817,78.455
YBR058C,2346,0,0,0
YBR058C-A,243,1,4.115,177.736
YBR059C,3327,0,0,0
YBR060C,1863,1,0.537,23.183
YBR061C,933,0,0,0
YBR062C,543,0,0,0
YBR063C,1215,0,0,0
YBR065C,1095,0,0,0
YBR066C,663,2,3.017,130.286
YBR067C,633,0,0,0
YBR068C,1830,1,0.546,23.601
YBR069C,1860,0,0,0
YBR070C,714,0,0,0
YBR071W,636,1,1.572,67.908
YBR072W,645,0,0,0
YBR072C-A,162,0,0,0
YBR073W,2877,1,0.348,15.012
YBR074W,2931,1,0.341,14.735
YBR076W,1065,0,0,0
YBR077C,489,2,4.09,176.645
YBR078W,1290,4,3.101,133.922
YBR079C,2895,11,3.8,164.106
YBR080C,2277,1,0.439,18.968
YBR081C,3999,0,0,0
YBR082C,447,10,22.371,966.214
YBR083W,1461,3,2.053,88.685
YBR084W,2928,2,0.683,29.501
YBR084C-A,570,58.5,102.632,4432.632
YBR085W,924,0,0,0
YBR085C-A,258,2,7.752,334.804
YBR086C,2841,2,0.704,30.405
YBR087W,1065,1,0.939,40.554
YBR088C,777,0,0,0
YBR089C-A,300,0,0,0
YBR090C,369,0,0,0
YBR091C,330,1,3.03,130.878
YBR092C,1404,0,0,0
YBR093C,1404,0,0,0
YBR094W,2262,0,0,0
YBR095C,1293,0,0,0
YBR096W,693,0,0,0
YBR097W,4365,0,0,0
YBR098W,2076,1,0.482,20.804
YBR101C,873,2,2.291,98.946
YBR102C,2262,0,0,0
YBR103W,1608,0,0,0
YBR104W,990,0,0,0
YBR105C,1089,0,0,0
YBR106W,567,18,31.746,1371.103
YBR107C,738,0,0,0
YBR108W,2844,1,0.352,15.186
YBR109C,444,10,22.523,972.742
YBR110W,1350,0,0,0
YBR111C,696,2,2.874,124.108
YBR111W-A,291,0,0,0
YBR112C,2901,0,0,0
YBR114W,2373,0,0,0
YBR115C,4179,0,0,0
YBR117C,2046,0,0,0
YBR118W,1377,58,42.121,1819.176
YBR119W,897,2,2.23,96.298
YBR120C,489,1,2.045,88.323
YBR121C,2004,4,1.996,86.207
YBR122C,534,0,0,0
YBR123C,1950,3,1.538,66.446
YBR125C,1182,1,0.846,36.54
YBR126C,1488,0,0,0
YBR126W-A,207,25,120.773,5216.153
YBR127C,1554,3,1.931,83.378
YBR128C,1035,0,0,0
YBR129C,987,0,0,0
YBR130C,1278,0,0,0
YBR131W,2115,0,0,0
YBR132C,1791,0,0,0
YBR133C,2484,0,0,0
YBR135W,453,0,0,0
YBR136W,7107,0,0,0
YBR137W,540,1,1.852,79.981
YBR138C,1575,1,0.635,27.422
YBR139W,1527,0,0,0
YBR140C,9279,0,0,0
YBR141C,1014,0,0,0
YBR142W,2322,2,0.861,37.2
YBR143C,1314,10,7.61,328.689
YBR144C,315,0,0,0
YBR145W,1056,2,1.894,81.799
YBR146W,837,5,5.974,258.003
YBR147W,891,0,0,0
YBR148W,1830,0,0,0
YBR149W,1035,1,0.966,41.729
YBR150C,3285,0,0,0
YBR151W,951,0,0,0
YBR152W,876,1,1.142,49.303
YBR153W,735,0,0,0
YBR154C,648,5,7.716,333.254
YBR155W,1158,0,0,0
YBR156C,2097,0,0,0
YBR157C,768,0,0,0
YBR158W,1650,0,0,0
YBR159W,1044,2,1.916,82.739
YBR160W,897,2,2.23,96.298
YBR161W,1131,0,0,0
YBR162C,1368,2,1.462,63.143
YBR162W-A,198,6,30.303,1308.78
YBR163W,1758,0,0,0
YBR164C,552,1,1.812,78.242
YBR165W,834,0,0,0
YBR166C,1359,0,0,0
YBR167C,423,0,0,0
YBR168W,1242,0,0,0
YBR169C,2082,0,0,0
YBR170C,1743,2,1.147,49.558
YBR171W,621,1,1.61,69.549
YBR172C,2223,1,0.45,19.429
YBR173C,447,3,6.711,289.864
YBR175W,948,0,0,0
YBR176W,939,0,0,0
YBR177C,1356,1,0.737,31.851
YBR179C,2568,2,0.779,33.637
YBR180W,1719,0,0,0
YBR181C,711,60,84.388,3644.705
YBR182C,1359,0,0,0
YBR182C-A,195,0,0,0
YBR183W,951,0,0,0
YBR184W,1572,0,0,0
YBR185C,837,0,0,0
YBR186W,1695,0,0,0
YBR187W,843,1,1.186,51.233
YBR188C,423,0,0,0
YBR189W,588,80,136.054,5876.156
YBR191W,483,47,97.308,4202.729
YBR192W,1134,0,0,0
YBR193C,672,0,0,0
YBR194W,372,0,0,0
YBR195C,1269,0,0,0
YBR196C,1665,4,2.402,103.759
YBR196C-A,150,0,0,0
YBR196C-B,105,0,0,0
YBR197C,654,0,0,0
YBR198C,2397,0,0,0
YBR199W,1395,1,0.717,30.96
YBR200W,1656,0,0,0
YBR200W-A,165,0,0,0
YBR201W,636,0,0,0
YBR201C-A,204,0,0,0
YBR202W,2538,0,0,0
YBR203W,2775,0,0,0
YBR204C,1128,0,0,0
YBR205W,1215,1,0.823,35.547
YBR207W,1398,0,0,0
YBR208C,5508,0,0,0
YBR209W,318,0,0,0
YBR210W,429,0,0,0
YBR211C,975,0,0,0
YBR212W,2019,0,0,0
YBR213W,825,0,0,0
YBR214W,1584,0,0,0
YBR215W,1878,0,0,0
YBR216C,2025,0,0,0
YBR217W,561,0,0,0
YBR218C,3543,4.5,1.27,54.856
YBR219C,384,1,2.604,112.473
YBR220C,1683,1,0.594,25.662
YBR221C,1101,1,0.908,39.228
YBR221W-A,105,0,0,0
YBR222C,1632,1,0.613,26.464
YBR223C,1635,0,0,0
YBR225W,2703,1,0.37,15.978
YBR227C,1563,1,0.64,27.633
YBR228W,915,1,1.093,47.202
YBR229C,2865,1,0.349,15.075
YBR230C,405,2,4.938,213.283
YBR230W-A,201,2,9.95,429.749
YBR231C,912,0,0,0
YBR233W,1242,0,0,0
YBR233W-A,285,0,0,0
YBR234C,1155,0,0,0
YBR235W,3363,1,0.297,12.843
YBR236C,1311,1,0.763,32.944
YBR237W,2550,0,0,0
YBR238C,2196,1,0.455,19.667
YBR239C,1590,0,0,0
YBR240C,1353,0,0,0
YBR241C,1467,0,0,0
YBR242W,717,1,1.395,60.237
YBR243C,1347,0,0,0
YBR244W,489,8,16.36,706.581
YBR245C,3390,2,0.59,25.481
YBR246W,1164,0,0,0
YBR247C,1452,1,0.689,29.745
YBR248C,1659,9,5.425,234.302
YBR249C,1113,5,4.492,194.024
YBR250W,1572,0,0,0
YBR251W,924,0,0,0
YBR252W,444,9,20.27,875.468
YBR253W,366,0,0,0
YBR254C,528,0,0,0
YBR255W,2085,0,0,0
YBR255C-A,363,0,0,0
YBR256C,717,0,0,0
YBR257W,840,1,1.19,51.416
YBR258C,429,0,0,0
YBR259W,2067,0,0,0
YBR260C,2001,0,0,0
YBR261C,699,0,0,0
YBR262C,321,1,3.115,134.548
YBR263W,1473,3,2.037,87.963
YBR264C,600,2,3.333,143.966
YBR265W,963,1,1.038,44.849
YBR267W,1182,0,0,0
YBR268W,318,0,0,0
YBR269C,417,0,0,0
YBR270C,1638,0,0,0
YBR271W,1260,0,0,0
YBR272C,1443,0,0,0
YBR273C,1311,1,0.763,32.944
YBR274W,1584,0,0,0
YBR275C,5751,0,0,0
YBR276C,2424,0,0,0
YBR278W,606,0,0,0
