,Gene,SeqLen,Count,Count/Kb,FPKM
0,YNR074C,1137,5.0,4.398,176.19099999999997
1,YJR089W,2865,1.0,0.349,13.985
2,YML078W,549,10.0,18.215,729.797
3,YKR071C,1047,7.0,6.686,267.871
4,YGR098C,4893,0.0,0.0,0.0
5,YIL065C,468,3.0,6.41,256.832
6,YOR197W,1299,2.0,1.54,61.687
7,YDL003W,1701,5.0,2.9389999999999996,117.771
8,YNL123W,2994,2.0,0.6679999999999999,26.764
9,YJL208C,990,2.0,2.02,80.941
10,YHR179W,1203,7.0,5.819,233.135
11,YPL171C,1203,0.0,0.0,0.0
12,YBL030C,957,3.0,3.135,125.598
13,YNL055C,852,3.0,3.5210000000000004,141.077
14,YPL123C,1305,0.0,0.0,0.0
15,YIL016W,480,3.0,6.25,250.41099999999997
16,YJR009C,999,47.424,47.472,1901.9879999999998
17,YGR192C,999,104.42399999999999,104.529,4188.026
18,YOR297C,579,2.0,3.4539999999999997,138.39700000000002
19,YMR074C,438,7.0,15.982000000000001,640.322
20,YDR326C,4317,0.0,0.0,0.0
21,YBL055C,1257,1.0,0.7959999999999999,31.874000000000002
22,YIL097W,1551,0.0,0.0,0.0
23,YMR095C,675,0.0,0.0,0.0
24,YLR150W,822,2.0,2.4330000000000003,97.484
25,YML120C,1542,1.0,0.649,25.983
26,YHL007C,2820,0.0,0.0,0.0
27,YPR048W,1872,0.0,0.0,0.0
28,YDR113C,1122,0.0,0.0,0.0
29,YLL001W,2274,0.0,0.0,0.0
30,YJL112W,2145,0.0,0.0,0.0
31,YOR043W,1461,0.0,0.0,0.0
32,YKR036C,1932,0.0,0.0,0.0
33,YOL149W,696,2.0,2.8739999999999997,115.132
34,YNL118C,2913,1.0,0.34299999999999997,13.754000000000001
35,YJL124C,519,2.0,3.8539999999999996,154.39600000000002
36,YER112W,564,1.0,1.7730000000000001,71.039
37,YER110C,3342,0.0,0.0,0.0
38,YDL042C,1689,0.0,0.0,0.0
39,YPL116W,2094,0.0,0.0,0.0
40,YHR155W,3687,3.0,0.8140000000000001,32.6
41,YOL002C,954,1.0,1.048,41.998000000000005
42,YKL056C,504,81.0,160.714,6439.151999999999
43,YNL098C,969,2.0,2.064,82.695
44,YDL126C,2508,3.0,1.196,47.926
45,YJL194W,1542,3.0,1.946,77.949
46,YNL186W,2379,1.0,0.42,16.840999999999998
47,YER019W,1434,0.0,0.0,0.0
48,YFL010C,636,1.0,1.5719999999999998,62.997
49,YNL305C,894,2.0,2.237,89.633
50,YGL160W,1713,2.0,1.168,46.778999999999996
